BasketItem,Basket Produce Line,Basket Product Group Desc,Basket Product Line Desc,Basket Product Sub Group Desc,Basket Product Type Desc,Basket Item Desc
CR-10628,2,Beverages,Food,Soda,Carbonated Beverages,Token Cola
CR-10628,2,Beverages,Drink,Soda,Carbonated Beverages,Token Cola
CR-10189,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Baby Onion
CR-10189,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Baby Onion
CR-10878,1,Snacks,Food,Chocolate Candy,Candy,Thresher Semi-Sweet Chocolate Bar
CR-10878,1,Snacks,Drink,Chocolate Candy,Candy,Thresher Semi-Sweet Chocolate Bar
CR-10995,2,Dairy,Food,Milk,Dairy,Even Better Buttermilk
CR-10995,2,Dairy,Drink,Milk,Dairy,Even Better Buttermilk
CR-11021,1,Deli,Food,Bologna,Meat,American Beef Bologna
CR-11021,1,Deli,Drink,Bologna,Meat,American Beef Bologna
CR-10245,1,Snack Foods,Food,Dried Fruit,Snack Foods,Best Choice Strawberry Fruit Roll
CR-10245,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Best Choice Strawberry Fruit Roll
CR-10320,2,Beverages,Food,Juice,Pure Juice Beverages,Excellent Cranberry Juice
CR-10320,2,Beverages,Drink,Juice,Pure Juice Beverages,Excellent Cranberry Juice
CR-10516,1,Produce,Food,Nuts,Specialty,Tell Tale Mixed Nuts
CR-10516,1,Produce,Drink,Nuts,Specialty,Tell Tale Mixed Nuts
CR-10242,1,Snack Foods,Food,Cookies,Snack Foods,Best Choice Frosted Cookies
CR-10242,1,Snack Foods,Drink,Cookies,Snack Foods,Best Choice Frosted Cookies
CR-11052,1,Deli,Food,Hot Dogs,Meat,American Turkey Hot Dogs
CR-11052,1,Deli,Drink,Hot Dogs,Meat,American Turkey Hot Dogs
CR-10579,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Walrus Chardonnay Wine
CR-10579,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Walrus Chardonnay Wine
CR-10705,1,Frozen Foods,Food,Popsicles,Frozen Desserts,Imagine Orange Popsicles
CR-10705,1,Frozen Foods,Drink,Popsicles,Frozen Desserts,Imagine Orange Popsicles
CR-10863,1,Snack Foods,Food,Crackers,Snack Foods,Nationeel Sesame Crackers
CR-10863,1,Snack Foods,Drink,Crackers,Snack Foods,Nationeel Sesame Crackers
CR-10382,1,Deli,Food,Fresh Chicken,Meat,Moms Roasted Chicken
CR-10382,1,Deli,Drink,Fresh Chicken,Meat,Moms Roasted Chicken
CR-10590,1,Baked Goods,Food,Muffins,Bread,Colony Muffins
CR-10590,1,Baked Goods,Drink,Muffins,Bread,Colony Muffins
CR-10225,1,Snack Foods,Food,Chips,Snack Foods,Best Choice Potato Chips
CR-10225,1,Snack Foods,Drink,Chips,Snack Foods,Best Choice Potato Chips
CR-10673,1,Dairy,Food,Cheese,Dairy,Gorilla Head Cheese
CR-10673,1,Dairy,Drink,Cheese,Dairy,Gorilla Head Cheese
CR-10858,1,Snack Foods,Food,Dips,Snack Foods,Nationeel Fondue Mix
CR-10858,1,Snack Foods,Drink,Dips,Snack Foods,Nationeel Fondue Mix
PC-10582,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Walrus Chardonnay
PC-10582,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Walrus Chardonnay
CR-10503,1,Produce,Food,Fresh Vegetables,Vegetables,Choice Spicy Mints
CR-10503,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Squash
CR-10503,1,Produce,Drink,Fresh Vegetables,Vegetables,Choice Spicy Mints
CR-10503,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Squash
CR-10202,1,Produce,Food,Fresh Fruit,Fruit,High Top Peaches
CR-10202,1,Produce,Drink,Fresh Fruit,Fruit,High Top Peaches
CR-10277,1,Baked Goods,Food,Muffins,Bread,Great English Muffins
CR-10277,1,Baked Goods,Drink,Muffins,Bread,Great English Muffins
CR-10518,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Sweet Onion
CR-10518,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Sweet Onion
CR-10787,1,Meat,Food,Hamburger,Meat,Footnote Seasoned Hamburger
CR-10787,1,Meat,Drink,Hamburger,Meat,Footnote Seasoned Hamburger
CR-10055,1,Dairy,Food,Cottage Cheese,Dairy,Club Large Curd Cottage Cheese
CR-10055,1,Dairy,Drink,Cottage Cheese,Dairy,Club Large Curd Cottage Cheese
CR-10616,1,Baking Goods,Food,Jam,Jams and Jellies,Landslide Apple Jam
CR-10616,1,Baking Goods,Drink,Jam,Jams and Jellies,Landslide Apple Jam
CR-10047,1,Dairy,Food,Cheese,Dairy,Club Muenster Cheese
CR-10047,1,Dairy,Drink,Cheese,Dairy,Club Muenster Cheese
CR-10897,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Pearl Merlot Wine
CR-10897,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Pearl Merlot Wine
CR-10729,1,Frozen Foods,Food,Frozen Vegetables,Vegetables,Imagine Frozen Corn
CR-10729,1,Frozen Foods,Drink,Frozen Vegetables,Vegetables,Imagine Frozen Corn
CR-11249,1,Deli,Food,Deli Meats,Meat,American Sliced Ham
CR-11249,1,Deli,Drink,Deli Meats,Meat,American Sliced Ham
CR-10510,1,Produce,Food,Fresh Fruit,Fruit,Tell Tale Lemons
CR-10510,1,Produce,Drink,Fresh Fruit,Fruit,Tell Tale Lemons
PC-10064,1,Deli,Food,Bologna,Meat,Red Spade Pimento Loaf
PC-10064,1,Deli,Drink,Bologna,Meat,Red Spade Pimento Loaf
CR-10962,1,Canned Foods,Food,Soup,Canned Soup,Just Right Regular Ramen Soup
CR-10962,1,Canned Foods,Drink,Soup,Canned Soup,Just Right Regular Ramen Soup
CR-10963,1,Canned Foods,Food,Soup,Canned Soup,Just Right Chicken Noodle Soup
CR-10963,1,Canned Foods,Drink,Soup,Canned Soup,Just Right Chicken Noodle Soup
CR-10396,1,Frozen Foods,Food,Pancakes,Breakfast Foods,Big Time Frozen Pancakes
CR-10396,1,Frozen Foods,Drink,Pancakes,Breakfast Foods,Big Time Frozen Pancakes
CR-10873,1,Snack Foods,Food,Dried Fruit,Snack Foods,Nationeel Dried Apricots
CR-10873,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Nationeel Dried Apricots
CR-10888,1,Starchy Foods,Food,Pasta,Starchy Foods,Discover Ravioli
CR-10888,1,Starchy Foods,Drink,Pasta,Starchy Foods,Discover Ravioli
CR-10525,1,Produce,Food,Nuts,Specialty,Tell Tale Party Nuts
CR-10525,1,Produce,Drink,Nuts,Specialty,Tell Tale Party Nuts
CR-10667,1,Dairy,Food,Sour Cream,Dairy,Gorilla Sour Cream
CR-10667,1,Dairy,Drink,Sour Cream,Dairy,Gorilla Sour Cream
CR-10538,1,Snack Foods,Food,Cookies,Snack Foods,Fast Graham Crackers
CR-10538,1,Snack Foods,Drink,Cookies,Snack Foods,Fast Graham Crackers
CR-10958,1,Canned Foods,Food,Canned Vegetables,Vegetables,Just Right Canned Yams
CR-10958,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Just Right Canned Yams
CR-10971,1,Canned Foods,Food,Anchovies,Canned Anchovies,Just Right Fancy Canned Anchovies
CR-10971,1,Canned Foods,Drink,Anchovies,Canned Anchovies,Just Right Fancy Canned Anchovies
PC-10725,1,Frozen Foods,Food,Ice Cream,Frozen Desserts,Imagine Ice Cream
PC-10725,1,Frozen Foods,Drink,Ice Cream,Frozen Desserts,Imagine Ice Cream
CR-10886,1,Starchy Foods,Food,Rice,Starchy Foods,Monarch Thai Rice
CR-10886,1,Starchy Foods,Drink,Rice,Starchy Foods,Monarch Thai Rice
CR-10183,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Red Pepper
CR-10183,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Red Pepper
CR-10302,1,Baking Goods,Food,Spices,Baking Goods,Super Oregano
CR-10302,1,Baking Goods,Drink,Spices,Baking Goods,Super Oregano
CR-10096,1,Frozen Foods,Food,TV Dinner,Frozen Entrees,Golden Turkey TV Dinner
CR-10096,1,Frozen Foods,Drink,TV Dinner,Frozen Entrees,Golden Turkey TV Dinner
CR-10338,1,Canned Foods,Food,Soup,Canned Soup,Better Beef Soup
CR-10338,1,Canned Foods,Drink,Soup,Canned Soup,Better Beef Soup
CR-10634,1,Breakfast Foods,Food,Cereal,Breakfast Foods,Radius Oatmeal
CR-10634,1,Breakfast Foods,Drink,Cereal,Breakfast Foods,Radius Oatmeal
CR-10011,2,Beverages,Food,Flavored Drinks,Drinks,Washington Apple Drink
CR-10011,2,Beverages,Drink,Flavored Drinks,Drinks,Washington Apple Drink
CR-10708,1,Frozen Foods,Food,French Fries,Vegetables,Imagine Low Fat French Fries
CR-10708,1,Frozen Foods,Drink,French Fries,Vegetables,Imagine Low Fat French Fries
CR-10297,1,Baking Goods,Food,Jelly,Jams and Jellies,Super Strawberry Jelly
CR-10297,1,Baking Goods,Drink,Jelly,Jams and Jellies,Super Strawberry Jelly
CR-10606,1,Baking Goods,Food,Preserves,Jams and Jellies,Landslide Grape Preserves
CR-10606,1,Baking Goods,Drink,Preserves,Jams and Jellies,Landslide Grape Preserves
CR-10849,1,Snack Foods,Food,Cookies,Snack Foods,Nationeel Graham Crackers
CR-10849,1,Snack Foods,Drink,Cookies,Snack Foods,Nationeel Graham Crackers
CR-10966,1,Canned Foods,Food,Canned Vegetables,Vegetables,Just Right Canned Peas
CR-10966,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Just Right Canned Peas
CR-10535,1,Snack Foods,Food,Cookies,Snack Foods,Fast Fudge Brownies
CR-10535,1,Snack Foods,Drink,Cookies,Snack Foods,Fast Fudge Brownies
CR-10563,1,Snack Foods,Food,Donuts,Snack Foods,Fast Frosted Donuts
CR-10563,1,Snack Foods,Drink,Donuts,Snack Foods,Fast Frosted Donuts
CR-10380,1,Deli,Food,Deli Salads,Side Dishes,Moms Low Fat Cole Slaw
CR-10380,1,Deli,Drink,Deli Salads,Side Dishes,Moms Low Fat Cole Slaw
CR-10200,1,Produce,Food,Fresh Fruit,Fruit,High Top Fancy Plums
CR-10200,1,Produce,Drink,Fresh Fruit,Fruit,High Top Fancy Plums
CR-10255,1,Snacks,Food,Chocolate Candy,Candy,Choice Malted Milk Balls
CR-10255,1,Snacks,Drink,Chocolate Candy,Candy,Choice Malted Milk Balls
CR-10232,1,Snack Foods,Food,Dips,Snack Foods,Best Choice Salsa Dip
CR-10232,1,Snack Foods,Drink,Dips,Snack Foods,Best Choice Salsa Dip
CR-10631,2,Beverages,Food,Juice,Pure Juice Beverages,Token Cranberry Juice
CR-10631,2,Beverages,Drink,Juice,Pure Juice Beverages,Token Cranberry Juice
CR-10996,2,Dairy,Food,Milk,Dairy,Even Better Chocolate Milk
CR-10996,2,Dairy,Drink,Milk,Dairy,Even Better Chocolate Milk
CR-10947,2,Beverages,Food,Juice,Pure Juice Beverages,Fabulous Cranberry Juice
CR-10947,2,Beverages,Drink,Juice,Pure Juice Beverages,Fabulous Cranberry Juice
CR-10829,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Sweet Onion
CR-10829,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Sweet Onion
CR-10675,1,Dairy,Food,Cheese,Dairy,Gorilla Sharp Cheddar Cheese
CR-10675,1,Dairy,Drink,Cheese,Dairy,Gorilla Sharp Cheddar Cheese
CR-10581,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Walrus Merlot Wine
CR-10581,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Walrus Merlot Wine
CR-10243,1,Snack Foods,Food,Dried Fruit,Snack Foods,Best Choice Dried Apples
CR-10243,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Best Choice Dried Apples
CR-10586,1,Baked Goods,Food,Sliced Bread,Bread,Colony White Bread
CR-10586,1,Baked Goods,Drink,Sliced Bread,Bread,Colony White Bread
CR-10564,1,Snacks,Food,Chocolate Candy,Candy,Atomic Tasty Candy Bar
CR-10564,1,Snacks,Drink,Chocolate Candy,Candy,Atomic Tasty Candy Bar
CR-10686,1,Deli,Food,Bologna,Meat,Cutting Edge Pimento Loaf
CR-10686,1,Deli,Drink,Bologna,Meat,Cutting Edge Pimento Loaf
CR-10985,1,Dairy,Food,Cheese,Dairy,Even Better Muenster Cheese
CR-10985,1,Dairy,Drink,Cheese,Dairy,Even Better Muenster Cheese
CR-10324,1,Breakfast Foods,Food,Cereal,Breakfast Foods,Best Corn Puffs
CR-10324,1,Breakfast Foods,Drink,Cereal,Breakfast Foods,Best Corn Puffs
CR-10368,2,Dairy,Food,Milk,Dairy,Carlson Buttermilk
CR-10368,2,Dairy,Drink,Milk,Dairy,Carlson Buttermilk
CR-10580,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Walrus Chablis Wine
CR-10580,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Walrus Chablis Wine
CR-10275,1,Baked Goods,Food,Sliced Bread,Bread,Great White Bread
CR-10275,1,Baked Goods,Drink,Sliced Bread,Bread,Great White Bread
CR-10956,1,Canned Foods,Food,Canned Vegetables,Vegetables,Just Right Canned String Beans
CR-10956,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Just Right Canned String Beans
CR-10339,1,Canned Foods,Food,Canned Vegetables,Vegetables,Better Canned Peas
CR-10339,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Better Canned Peas
CR-10316,2,Beverages,Food,Soda,Carbonated Beverages,Excellent Diet Soda
CR-10316,2,Beverages,Drink,Soda,Carbonated Beverages,Excellent Diet Soda
CR-10915,2,Beverages,Food,Coffee,Hot Beverages,BBB Best French Roast Coffee
CR-10915,2,Beverages,Drink,Coffee,Hot Beverages,BBB Best French Roast Coffee
CR-10496,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Potatos
CR-10496,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Potatos
CR-10311,1,Baking Goods,Food,Jelly,Jams and Jellies,Super Grape Jelly
CR-10311,1,Baking Goods,Drink,Jelly,Jams and Jellies,Super Grape Jelly
CR-10619,1,Baking Goods,Food,Preserves,Jams and Jellies,Landslide Strawberry Preserves
CR-10619,1,Baking Goods,Drink,Preserves,Jams and Jellies,Landslide Strawberry Preserves
CR-11971,1,Eggs,Food,Eggs,Eggs,National Large Brown Eggs
CR-11971,1,Eggs,Drink,Eggs,Eggs,National Large Brown Eggs
CR-10622,1,Baking Goods,Food,Jelly,Jams and Jellies,Landslide Grape Jelly
CR-10622,1,Baking Goods,Drink,Jelly,Jams and Jellies,Landslide Grape Jelly
CR-10175,1,Produce,Food,Fresh Vegetables,Vegetables,High Top New Potatos
CR-10175,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top New Potatos
CR-10276,1,Baked Goods,Food,Sliced Bread,Bread,Great Rye Bread
CR-10276,1,Baked Goods,Drink,Sliced Bread,Bread,Great Rye Bread
CR-10271,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Good Chardonnay
CR-10271,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Good Chardonnay
CR-10632,2,Beverages,Food,Juice,Pure Juice Beverages,Token Apple Juice
CR-10632,2,Beverages,Drink,Juice,Pure Juice Beverages,Token Apple Juice
CR-10733,1,Frozen Foods,Food,Frozen Chicken,Meat,Imagine Frozen Chicken Wings
CR-10733,1,Frozen Foods,Drink,Frozen Chicken,Meat,Imagine Frozen Chicken Wings
CR-10344,1,Canned Foods,Food,Anchovies,Canned Anchovies,Better Fancy Canned Anchovies
CR-10344,1,Canned Foods,Drink,Anchovies,Canned Anchovies,Better Fancy Canned Anchovies
CR-10237,1,Snack Foods,Food,Donuts,Snack Foods,Best Choice Mini Donuts
CR-10237,1,Snack Foods,Drink,Donuts,Snack Foods,Best Choice Mini Donuts
CR-10650,1,Canned Foods,Food,Canned Vegetables,Vegetables,Bravo Canned Peas
CR-10650,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Bravo Canned Peas
CR-10321,2,Beverages,Food,Juice,Pure Juice Beverages,Excellent Apple Juice
CR-10321,2,Beverages,Drink,Juice,Pure Juice Beverages,Excellent Apple Juice
CR-10285,2,Beverages,Food,Chocolate,Hot Beverages,Super Hot Chocolate
CR-10285,2,Beverages,Drink,Chocolate,Hot Beverages,Super Hot Chocolate
CR-10082,1,Frozen Foods,Food,Waffles,Breakfast Foods,Golden Low Fat Waffles
CR-10082,1,Frozen Foods,Drink,Waffles,Breakfast Foods,Golden Low Fat Waffles
CR-10087,1,Frozen Foods,Food,Pizza,Pizza,Golden Frozen Sausage Pizza
CR-10087,1,Frozen Foods,Drink,Pizza,Pizza,Golden Frozen Sausage Pizza
CR-11247,1,Deli,Food,Deli Meats,Meat,American Corned Beef
CR-11247,1,Deli,Drink,Deli Meats,Meat,American Corned Beef
CR-10420,1,Frozen Foods,Food,Ice Cream,Frozen Desserts,Big Time Popsicles
CR-10420,1,Frozen Foods,Drink,Ice Cream,Frozen Desserts,Big Time Popsicles
CR-10969,1,Canned Foods,Food,Tuna,Canned Tuna,Just Right Canned Tuna in Oil
CR-10969,1,Canned Foods,Drink,Tuna,Canned Tuna,Just Right Canned Tuna in Oil
CR-10272,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Good White Zinfandel Wine
CR-10272,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Good White Zinfandel Wine
CR-10497,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Cauliflower
CR-10497,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Cauliflower
CR-10983,1,Dairy,Food,Sour Cream,Dairy,Even Better Sour Cream
CR-10983,1,Dairy,Drink,Sour Cream,Dairy,Even Better Sour Cream
CR-10652,1,Canned Foods,Food,Tuna,Canned Tuna,Bravo Canned Tuna in Water
CR-10652,1,Canned Foods,Drink,Tuna,Canned Tuna,Bravo Canned Tuna in Water
CR-10260,1,Snacks,Food,Chocolate Candy,Candy,Choice White Chocolate Bar
CR-10260,1,Snacks,Drink,Chocolate Candy,Candy,Choice White Chocolate Bar
CR-10039,1,Canned Products,Food,Canned Fruit,Fruit,Green Ribbon Canned Peaches
CR-10039,1,Canned Products,Drink,Canned Fruit,Fruit,Green Ribbon Canned Peaches
CR-10164,1,Meat,Food,Hamburger,Meat,Ship Shape Extra Lean Hamburger
CR-10164,1,Meat,Drink,Hamburger,Meat,Ship Shape Extra Lean Hamburger
CR-10036,1,Canned Foods,Food,Sardines,Canned Sardines,Blue Label Fancy Canned Sardines
CR-10036,1,Canned Foods,Drink,Sardines,Canned Sardines,Blue Label Fancy Canned Sardines
CR-10793,1,Produce,Food,Fresh Vegetables,Vegetables,Choice Spicy Mints
CR-10793,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Summer Squash
CR-10793,1,Produce,Drink,Fresh Vegetables,Vegetables,Choice Spicy Mints
CR-10793,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Summer Squash
CR-10012,1,Breakfast Foods,Food,Cereal,Breakfast Foods,Jeffers Oatmeal
CR-10012,1,Breakfast Foods,Drink,Cereal,Breakfast Foods,Jeffers Oatmeal
CR-10539,1,Snack Foods,Food,Crackers,Snack Foods,Fast Cheese Crackers
CR-10539,1,Snack Foods,Drink,Crackers,Snack Foods,Fast Cheese Crackers
CR-10261,1,Starchy Foods,Food,Pasta,Starchy Foods,Medalist Ravioli
CR-10261,1,Starchy Foods,Drink,Pasta,Starchy Foods,Medalist Ravioli
CR-10365,1,Dairy,Food,Cheese,Dairy,Carlson Mild Cheddar Cheese
CR-10365,1,Dairy,Drink,Cheese,Dairy,Carlson Mild Cheddar Cheese
CR-10596,2,Beverages,Food,Chocolate,Hot Beverages,Landslide Hot Chocolate
CR-10596,2,Beverages,Drink,Chocolate,Hot Beverages,Landslide Hot Chocolate
CR-10540,1,Snack Foods,Food,Popcorn,Snack Foods,Fast Buttered Popcorn
CR-10540,1,Snack Foods,Drink,Popcorn,Snack Foods,Fast Buttered Popcorn
CR-10910,1,Baking Goods,Food,Cooking Oil,Baking Goods,BBB Best Sesame Oil
CR-10910,1,Baking Goods,Drink,Cooking Oil,Baking Goods,BBB Best Sesame Oil
CR-10379,1,Deli,Food,Hot Dogs,Meat,Moms Foot-Long Hot Dogs
CR-10379,1,Deli,Drink,Hot Dogs,Meat,Moms Foot-Long Hot Dogs
CR-10659,1,Canned Foods,Food,Soup,Canned Soup,Bravo Rice Soup
CR-10659,1,Canned Foods,Drink,Soup,Canned Soup,Bravo Rice Soup
CR-10278,1,Baked Goods,Food,Muffins,Bread,Great Cranberry Muffins
CR-10278,1,Baked Goods,Drink,Muffins,Bread,Great Cranberry Muffins
CR-10341,1,Canned Foods,Food,Tuna,Canned Tuna,Better Canned Tuna in Water
CR-10341,1,Canned Foods,Drink,Tuna,Canned Tuna,Better Canned Tuna in Water
CR-10648,1,Canned Foods,Food,Soup,Canned Soup,Bravo Turkey Noodle Soup
CR-10648,1,Canned Foods,Drink,Soup,Canned Soup,Bravo Turkey Noodle Soup
CR-10233,1,Snack Foods,Food,Dips,Snack Foods,Best Choice Avocado Dip
CR-10233,1,Snack Foods,Drink,Dips,Snack Foods,Best Choice Avocado Dip
CR-10265,1,Starchy Foods,Food,Rice,Starchy Foods,Medalist Rice Medly
CR-10265,1,Starchy Foods,Drink,Rice,Starchy Foods,Medalist Rice Medly
CR-10257,1,Snacks,Food,Gum,Candy,Choice Bubble Gum
CR-10257,1,Snacks,Drink,Gum,Candy,Choice Bubble Gum
CR-10174,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Sweet Peas
CR-10174,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Sweet Peas
CR-10812,1,Produce,Food,Fresh Vegetables,Vegetables,Ebony Dried Mushrooms
CR-10812,1,Produce,Drink,Fresh Vegetables,Vegetables,Ebony Dried Mushrooms
CR-10537,1,Snack Foods,Food,Cookies,Snack Foods,Fast Lemon Cookies
CR-10537,1,Snack Foods,Drink,Cookies,Snack Foods,Fast Lemon Cookies
CR-10509,1,Produce,Food,Fresh Fruit,Fruit,Tell Tale Red Delcious Apples
CR-10509,1,Produce,Drink,Fresh Fruit,Fruit,Tell Tale Red Delcious Apples
CR-10273,2,Alcoholic Beverages,Food,Beer,Beer and Wine,Good Light Beer
CR-10273,2,Alcoholic Beverages,Drink,Beer,Beer and Wine,Good Light Beer
CR-10286,1,Baking Goods,Food,Sugar,Baking Goods,Super Brown Sugar
CR-10286,1,Baking Goods,Drink,Sugar,Baking Goods,Super Brown Sugar
CR-10694,1,Deli,Food,Deli Meats,Meat,Cutting Edge Corned Beef
CR-10694,1,Deli,Drink,Deli Meats,Meat,Cutting Edge Corned Beef
PC-10198,1,Produce,Food,Fresh Fruit,Fruit,High Top Red Delcious Apples
PC-10198,1,Produce,Drink,Fresh Fruit,Fruit,High Top Red Delcious Apples
CR-10727,1,Frozen Foods,Food,Frozen Vegetables,Vegetables,Imagine Frozen Cauliflower
CR-10727,1,Frozen Foods,Drink,Frozen Vegetables,Vegetables,Imagine Frozen Cauliflower
CR-10998,2,Dairy,Food,Milk,Dairy,Even Better Whole Milk
CR-10998,2,Dairy,Drink,Milk,Dairy,Even Better Whole Milk
CR-10647,1,Canned Foods,Food,Soup,Canned Soup,Bravo Chicken Noodle Soup
CR-10647,1,Canned Foods,Drink,Soup,Canned Soup,Bravo Chicken Noodle Soup
CR-10571,1,Snacks,Food,Chocolate Candy,Candy,Atomic White Chocolate Bar
CR-10571,1,Snacks,Drink,Chocolate Candy,Candy,Atomic White Chocolate Bar
CR-10216,1,Seafood,Food,Shellfish,Seafood,Tip Top Scallops
CR-10216,1,Seafood,Drink,Shellfish,Seafood,Tip Top Scallops
CR-10336,1,Canned Foods,Food,Soup,Canned Soup,Better Chicken Noodle Soup
CR-10336,1,Canned Foods,Drink,Soup,Canned Soup,Better Chicken Noodle Soup
CR-10916,2,Beverages,Food,Coffee,Hot Beverages,BBB Best Decaf Coffee
CR-10916,2,Beverages,Drink,Coffee,Hot Beverages,BBB Best Decaf Coffee
CR-10703,1,Eggs,Food,Eggs,Eggs,Jumbo Egg Substitute
CR-10703,1,Eggs,Drink,Eggs,Eggs,Jumbo Egg Substitute
CR-10526,1,Seafood,Food,Fresh Fish,Seafood,Kiwi Lox
CR-10526,1,Seafood,Drink,Fresh Fish,Seafood,Kiwi Lox
CR-10193,1,Produce,Food,Fresh Fruit,Fruit,High Top Limes
CR-10193,1,Produce,Drink,Fresh Fruit,Fruit,High Top Limes
CR-10666,1,Dairy,Food,Sour Cream,Dairy,Gorilla Low Fat Sour Cream
CR-10666,1,Dairy,Drink,Sour Cream,Dairy,Gorilla Low Fat Sour Cream
CR-10487,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Beets
CR-10487,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Beets
CR-10491,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Shitake Mushrooms
CR-10491,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Shitake Mushrooms
CR-10658,1,Canned Foods,Food,Sardines,Canned Sardines,Bravo Fancy Canned Sardines
CR-10658,1,Canned Foods,Drink,Sardines,Canned Sardines,Bravo Fancy Canned Sardines
CR-10298,1,Baking Goods,Food,Spices,Baking Goods,Super Pepper
CR-10298,1,Baking Goods,Drink,Spices,Baking Goods,Super Pepper
CR-10614,1,Baking Goods,Food,Jelly,Jams and Jellies,Landslide Apple Jelly
CR-10614,1,Baking Goods,Drink,Jelly,Jams and Jellies,Landslide Apple Jelly
CR-10826,1,Produce,Food,Fresh Fruit,Fruit,Ebony Mandarin Oranges
CR-10826,1,Produce,Drink,Fresh Fruit,Fruit,Ebony Mandarin Oranges
CR-10700,1,Eggs,Food,Eggs,Eggs,Jumbo Large Brown Eggs
CR-10700,1,Eggs,Drink,Eggs,Eggs,Jumbo Large Brown Eggs
CR-10209,1,Produce,Food,Fresh Fruit,Fruit,High Top Honey Dew
CR-10209,1,Produce,Drink,Fresh Fruit,Fruit,High Top Honey Dew
CR-10263,1,Starchy Foods,Food,Pasta,Starchy Foods,Medalist Spaghetti
CR-10263,1,Starchy Foods,Drink,Pasta,Starchy Foods,Medalist Spaghetti
CR-10198,1,Produce,Food,Fresh Fruit,Fruit,High Top Red Delcious Apples
CR-10198,1,Produce,Drink,Fresh Fruit,Fruit,High Top Red Delcious Apples
CR-10864,1,Snack Foods,Food,Cookies,Snack Foods,Nationeel Frosted Cookies
CR-10864,1,Snack Foods,Drink,Cookies,Snack Foods,Nationeel Frosted Cookies
CR-10548,1,Snack Foods,Food,Donuts,Snack Foods,Fast Mini Donuts
CR-10548,1,Snack Foods,Drink,Donuts,Snack Foods,Fast Mini Donuts
CR-11793,1,Deli,Food,Fresh Chicken,Meat,American Sliced Chicken
CR-11793,1,Deli,Drink,Fresh Chicken,Meat,American Sliced Chicken
CR-10063,1,Deli,Food,Hot Dogs,Meat,Red Spade Chicken Hot Dogs
CR-10063,1,Deli,Drink,Hot Dogs,Meat,Red Spade Chicken Hot Dogs
CR-10293,1,Baking Goods,Food,Sauces,Baking Goods,Super Tomato Sauce
CR-10293,1,Baking Goods,Drink,Sauces,Baking Goods,Super Tomato Sauce
CR-10866,1,Snack Foods,Food,Dried Fruit,Snack Foods,Nationeel Apple Fruit Roll
CR-10866,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Nationeel Apple Fruit Roll
CR-10330,1,Canned Foods,Food,Soup,Canned Soup,Better Chicken Soup
CR-10330,1,Canned Foods,Drink,Soup,Canned Soup,Better Chicken Soup
CR-10786,1,Meat,Food,Hamburger,Meat,Footnote Extra Lean Hamburger
