Item Branch 3rd Item Number,Item Branch G/L Category,Short Name,Item Branch 2nd Item Number,Item-Branch Key,Item Branch Reorder Quantity,Horsepower,Item Branch Category Code 6,Item Branch Category Code 7,Item Branch Primary Supplier
63403,ACCE,10650,63403,CR-10650,0,10,1035,      ,20534
63403,ACCE,10650,63403,CR-10650,0,10,1035,      ,20534
63815,ACCE,10711,63815,CR-10711,0,50,1035,      ,38000
63815,ACCE,10711,63815,CR-10711,0,50,1035,      ,38000
63048,SMWN,10009,63048,CR-10009,0,10,1045,      ,22134
63048,SMWN,10009,63048,CR-10009,0,10,1045,      ,22134
13699,SRCW,10227,13699,CR-10227,0,10,1015,      ,20534
13699,SRCW,10227,13699,CR-10227,0,10,1015,      ,20534
29590,AFAB,10920,29590,CR-10920,0,50,1050,      ,1
29590,AFAB,10920,29590,CR-10920,0,50,1050,      ,1
35382,SRCW,10397,35382,CR-10397,0,50,1015,      ,1
35382,SRCW,10397,35382,CR-10397,0,50,1015,      ,1
38013,SRCW,10670,38013,CR-10670,0,10,1015,      ,22780
38013,SRCW,10670,38013,CR-10670,0,10,1015,      ,22780
38849,AXLE,10828,38849,CR-10828,0,50,1010,      ,1
38849,AXLE,10828,38849,CR-10828,0,50,1010,      ,1
60530,TMTG,10182,60530,CR-10182,0,50,1030,      ,1
60530,TMTG,10182,60530,CR-10182,0,50,1030,      ,1
60974,AFAB,10234,60974,CR-10234,0,50,1050,      ,1
60974,AFAB,10234,60974,CR-10234,0,50,1050,      ,1
61746,AXLE,10357,61746,CR-10357,0,50,1010,      ,1
61746,AXLE,10357,61746,CR-10357,0,50,1010,      ,1
63080,ATVW,10598,63080,CR-10598,0,50,1040,      ,0
63080,ATVW,10598,63080,CR-10598,0,50,1040,      ,0
63816,AFAB,10712,63816,CR-10712,0,50,1050,      ,1
63816,AFAB,10712,63816,CR-10712,0,50,1050,      ,1
1402,CHUB,10010,1402,CR-10010,0,10,1095,      ,20534
1402,CHUB,10010,1402,CR-10010,0,10,1095,      ,20534
1402,CHUB,10010,1402,PC-10010,0,10,1095,      ,20534
1402,CHUB,10010,1402,PC-10010,0,10,1095,      ,20534
7309,THUB,10092,7309,CR-10092,0,50,1005,      ,1
7309,THUB,10092,7309,CR-10092,0,50,1005,      ,1
13774,SRCW,10228,13774,CR-10228,0,50,1015,      ,1
13774,SRCW,10228,13774,CR-10228,0,50,1015,      ,1
26885,ACCE,10696,26885,CR-10696,0,10,1035,      ,22134
26885,ACCE,10696,26885,CR-10696,0,10,1035,      ,22134
37574,AFAB,10584,37574,CR-10584,0,50,1050,      ,1
37574,AFAB,10584,37574,CR-10584,0,50,1050,      ,1
60975,AFAB,10235,60975,CR-10235,0,50,1050,      ,1
60975,AFAB,10235,60975,CR-10235,0,50,1050,      ,1
61747,AXLE,10358,61747,CR-10358,0,50,1010,      ,1
61747,AXLE,10358,61747,CR-10358,0,50,1010,      ,1
63081,ATVW,10599,63081,CR-10599,0,50,1040,      ,1
63081,ATVW,10599,63081,CR-10599,0,50,1040,      ,1
13799,SRCW,10229,13799,CR-10229,0,50,1015,      ,1
13799,SRCW,10229,13799,CR-10229,0,50,1015,      ,1
26155,TFAB,10631,26155,CR-10631,0,30,1025,      ,100111
26155,TFAB,10631,26155,CR-10631,0,30,1025,      ,100111
37575,TMTG,10585,37575,CR-10585,0,50,1030,      ,1
37575,TMTG,10585,37575,CR-10585,0,50,1030,      ,1
38016,SRCW,10671,38016,CR-10671,0,10,1015,      ,22780
38016,SRCW,10671,38016,CR-10671,0,10,1015,      ,22780
39290,SMWN,10884,39290,CR-10884,0,30,1045,      ,0
39290,SMWN,10884,39290,CR-10884,0,30,1045,      ,0
61748,AXLE,10359,61748,CR-10359,0,50,1010,      ,1
61748,AXLE,10359,61748,CR-10359,0,50,1010,      ,1
63408,TFAB,10651,63408,CR-10651,0,30,1025,      ,1
63408,TFAB,10651,63408,CR-10651,0,30,1025,      ,1
13801,SRCW,10230,13801,CR-10230,0,30,1015,      ,0
13801,SRCW,10230,13801,CR-10230,0,30,1015,      ,0
26891,ACCE,10697,26891,CR-10697,0,10,1035,      ,100107
26891,ACCE,10697,26891,CR-10697,0,10,1035,      ,100107
28357,SRCW,10793,28357,CR-10793,0,50,1015,      ,1
28357,SRCW,10793,28357,CR-10793,0,50,1015,      ,1
38017,SRCW,10672,38017,CR-10672,0,10,1015,      ,22780
38017,SRCW,10672,38017,CR-10672,0,10,1015,      ,22780
61749,AXLE,10360,61749,CR-10360,0,50,1010,      ,1
61749,AXLE,10360,61749,CR-10360,0,50,1010,      ,1
64150,AFAB,10995,64150,CR-10995,0,50,1050,      ,0
64150,AFAB,10995,64150,CR-10995,0,50,1050,      ,0
64632,SRCW,10033,64632,CR-10033,0,50,1015,      ,0
64632,SRCW,10033,64632,CR-10033,0,50,1015,      ,0
11294,TFAB,10183,11294,CR-10183,0,10,1025,      ,20534
11294,TFAB,10183,11294,CR-10183,0,10,1025,      ,20534
13803,SRCW,10231,13803,CR-10231,0,10,1015,      ,20169
13803,SRCW,10231,13803,CR-10231,0,10,1015,      ,20169
20801,SRCW,10382,20801,CR-10382,0,50,1015,      ,1
20801,SRCW,10382,20801,CR-10382,0,50,1015,      ,1
29128,TFAB,10862,29128,CR-10862,0,30,1025,      ,100111
29128,TFAB,10862,29128,CR-10862,0,30,1025,      ,100111
38018,SRCW,10673,38018,CR-10673,0,10,1015,      ,22780
38018,SRCW,10673,38018,CR-10673,0,10,1015,      ,22780
39292,SMWN,10885,39292,CR-10885,0,30,1045,      ,1
39292,SMWN,10885,39292,CR-10885,0,30,1045,      ,1
61750,AXLE,10361,61750,CR-10361,0,50,1010,      ,1
61750,AXLE,10361,61750,CR-10361,0,50,1010,      ,1
63084,TFAB,10600,63084,CR-10600,0,30,1025,      ,1
63084,TFAB,10600,63084,CR-10600,0,30,1025,      ,1
13810,SRCW,10232,13810,CR-10232,0,30,1015,      ,1
13810,SRCW,10232,13810,CR-10232,0,30,1015,      ,1
20825,THUB,10383,20825,CR-10383,0,50,1005,      ,1
20825,THUB,10383,20825,CR-10383,0,50,1005,      ,1
29129,TFAB,10863,29129,CR-10863,0,30,1025,      ,24433
29129,TFAB,10863,29129,CR-10863,0,30,1025,      ,24433
35388,TFAB,10398,35388,CR-10398,0,10,1025,      ,22134
35388,TFAB,10398,35388,CR-10398,0,10,1025,      ,22134
37112,AXLE,10507,37112,CR-10507,0,30,1010,      ,1
37112,AXLE,10507,37112,CR-10507,0,30,1010,      ,1
38019,SRCW,10674,38019,CR-10674,0,10,1015,      ,22780
38019,SRCW,10674,38019,CR-10674,0,10,1015,      ,22780
39293,AFAB,10886,39293,CR-10886,0,50,1050,      ,1
39293,AFAB,10886,39293,CR-10886,0,50,1050,      ,1
61751,AXLE,10362,61751,CR-10362,0,50,1010,      ,1
61751,AXLE,10362,61751,CR-10362,0,50,1010,      ,1
63085,TFAB,10601,63085,CR-10601,0,30,1025,      ,1
63085,TFAB,10601,63085,CR-10601,0,30,1025,      ,1
64634,SRCW,10034,64634,CR-10034,0,50,1015,      ,1
64634,SRCW,10034,64634,CR-10034,0,50,1015,      ,1
20990B,THUB,10108,20990B,CR-10108,0,50,1005,      ,1
20990B,THUB,10108,20990B,CR-10108,0,50,1005,      ,1
1411,CHUB,10011,1411,CR-10011,0,10,1095,      ,33097
1411,CHUB,10011,1411,CR-10011,0,10,1095,      ,33097
1411,CHUB,10011,1411,PC-10011,0,10,1095,      ,33097
1411,CHUB,10011,1411,PC-10011,0,10,1095,      ,33097
11310,TMTG,10184,11310,CR-10184,0,50,1030,      ,100085
11310,TMTG,10184,11310,CR-10184,0,50,1030,      ,100085
20910,SRCW,10384,20910,CR-10384,0,50,1015,      ,1
20910,SRCW,10384,20910,CR-10384,0,50,1015,      ,1
26161,TMTG,10632,26161,CR-10632,0,50,1030,      ,24433
26161,TMTG,10632,26161,CR-10632,0,50,1030,      ,24433
33086,TMTG,10204,33086,CR-10204,0,50,1030,      ,1
33086,TMTG,10204,33086,CR-10204,0,50,1030,      ,1
38020,SRCW,10675,38020,CR-10675,0,10,1015,      ,22780
38020,SRCW,10675,38020,CR-10675,0,10,1015,      ,22780
38860,TMTG,10829,38860,CR-10829,0,50,1030,      ,1
38860,TMTG,10829,38860,CR-10829,0,50,1030,      ,1
39294,SMWN,10887,39294,CR-10887,0,30,1045,      ,0
39294,SMWN,10887,39294,CR-10887,0,30,1045,      ,0
39963,SRCW,10021,39963,CR-10021,0,10,1015,      ,1
39963,SRCW,10021,39963,CR-10021,0,10,1015,      ,1
61752,AXLE,10363,61752,CR-10363,0,50,1010,      ,1
61752,AXLE,10363,61752,CR-10363,0,50,1010,      ,1
63419,SRCW,10652,63419,CR-10652,0,30,1015,      ,1
63419,SRCW,10652,63419,CR-10652,0,30,1015,      ,1
64635,SRCW,10035,64635,CR-10035,0,50,1015,      ,1
64635,SRCW,10035,64635,CR-10035,0,50,1015,      ,1
15768,SRCW,10305,15768,CR-10305,0,10,1015,      ,1
15768,SRCW,10305,15768,CR-10305,0,10,1015,      ,1
20990,THUB,10385,20990,CR-10385,0,50,1005,      ,1
20990,THUB,10385,20990,CR-10385,0,50,1005,      ,1
26895,ACCE,10698,26895,CR-10698,0,10,1035,      ,20534
26895,ACCE,10698,26895,CR-10698,0,10,1035,      ,20534
30746,ACCE,10033,30746,CR-10033,0,50,1035,      ,24088
30746,ACCE,10033,30746,CR-10033,0,50,1035,      ,24088
33087,TMTG,10205,33087,CR-10205,0,50,1030,      ,24433
33087,TMTG,10205,33087,CR-10205,0,50,1030,      ,24433
37114,AXLE,10508,37114,CR-10508,0,50,1010,      ,20078
37114,AXLE,10508,37114,CR-10508,0,50,1010,      ,20078
39295,SMWN,10888,39295,CR-10888,0,30,1045,      ,0
39295,SMWN,10888,39295,CR-10888,0,30,1045,      ,0
61753,AXLE,10364,61753,CR-10364,0,50,1010,      ,1
61753,AXLE,10364,61753,CR-10364,0,50,1010,      ,1
62780,AFAB,10541,62780,CR-10541,0,50,1050,      ,1
62780,AFAB,10541,62780,CR-10541,0,50,1050,      ,1
15773,SRCW,10306,15773,CR-10306,0,10,1015,      ,22780
15773,SRCW,10306,15773,CR-10306,0,10,1015,      ,22780
20991,THUB,10386,20991,CR-10386,0,50,1005,      ,1
20991,THUB,10386,20991,CR-10386,0,50,1005,      ,1
26163,TFAB,10633,26163,CR-10633,0,30,1025,      ,100111
26163,TFAB,10633,26163,CR-10633,0,30,1025,      ,100111
29132,TFAB,10864,29132,CR-10864,0,30,1025,      ,100111
29132,TFAB,10864,29132,CR-10864,0,30,1025,      ,100111
31670,SRCW,10080,31670,CR-10080,0,50,1015,      ,1
31670,SRCW,10080,31670,CR-10080,0,50,1015,      ,1
33088,TMTG,10206,33088,CR-10206,0,50,1030,      ,1
33088,TMTG,10206,33088,CR-10206,0,50,1030,      ,1
34837,SRCW,10319,34837,CR-10319,0,30,1015,      ,1
34837,SRCW,10319,34837,CR-10319,0,30,1015,      ,1
35391,TFAB,10399,35391,CR-10399,0,10,1025,      ,20534
35391,TFAB,10399,35391,CR-10399,0,10,1025,      ,20534
37115,AXLE,10509,37115,CR-10509,0,30,1010,      ,20078
37115,AXLE,10509,37115,CR-10509,0,30,1010,      ,20078
38034,SRCW,10676,38034,CR-10676,0,10,1015,      ,22780
38034,SRCW,10676,38034,CR-10676,0,10,1015,      ,22780
61754,AXLE,10365,61754,CR-10365,0,50,1010,      ,1
61754,AXLE,10365,61754,CR-10365,0,50,1010,      ,1
63840,AFAB,10713,63840,CR-10713,0,50,1050,      ,1
63840,AFAB,10713,63840,CR-10713,0,50,1050,      ,1
64637,SRCW,10036,64637,CR-10036,0,50,1015,      ,1
64637,SRCW,10036,64637,CR-10036,0,50,1015,      ,1
29133,TFAB,10865,29133,CR-10865,0,30,1025,      ,24433
29133,TFAB,10865,29133,CR-10865,0,30,1025,      ,24433
31671,SRCW,10081,31671,CR-10081,0,50,1015,      ,1
31671,SRCW,10081,31671,CR-10081,0,50,1015,      ,1
33090,TMTG,10207,33090,CR-10207,0,50,1030,      ,1
33090,TMTG,10207,33090,CR-10207,0,50,1030,      ,1
38035,SRCW,10677,38035,CR-10677,0,10,1015,      ,22780
38035,SRCW,10677,38035,CR-10677,0,10,1015,      ,22780
61372,AFAB,10281,61372,CR-10281,0,50,1050,      ,1
61372,AFAB,10281,61372,CR-10281,0,50,1050,      ,1
61755,AXLE,10366,61755,CR-10366,0,50,1010,      ,1
61755,AXLE,10366,61755,CR-10366,0,50,1010,      ,1
63841,AFAB,10714,63841,CR-10714,0,50,1050,      ,1
63841,AFAB,10714,63841,CR-10714,0,50,1050,      ,1
64638,SRCW,10037,64638,CR-10037,0,50,1015,      ,0
64638,SRCW,10037,64638,CR-10037,0,50,1015,      ,0
7532,SRCW,10093,7532,CR-10093,0,50,1015,      ,1
7532,SRCW,10093,7532,CR-10093,0,50,1015,      ,1
21008,SRCW,10387,21008,CR-10387,0,10,1015,      ,20169
21008,SRCW,10387,21008,CR-10387,0,10,1015,      ,20169
26165,TFAB,10634,26165,CR-10634,0,30,1025,      ,100111
26165,TFAB,10634,26165,CR-10634,0,30,1025,      ,100111
31672,SRCW,10082,31672,CR-10082,0,50,1015,      ,1
31672,SRCW,10082,31672,CR-10082,0,50,1015,      ,1
33091,TMTG,10208,33091,CR-10208,0,50,1030,      ,100111
33091,TMTG,10208,33091,CR-10208,0,50,1030,      ,100111
37117,AXLE,10510,37117,CR-10510,0,30,1010,      ,20078
37117,AXLE,10510,37117,CR-10510,0,30,1010,      ,20078
39301,AXLE,10889,39301,CR-10889,0,30,1010,      ,1
39301,AXLE,10889,39301,CR-10889,0,30,1010,      ,1
39967,SRCW,10022,39967,CR-10022,0,50,1015,      ,1
39967,SRCW,10022,39967,CR-10022,0,50,1015,      ,1
61756,AXLE,10367,61756,CR-10367,0,50,1010,      ,1
61756,AXLE,10367,61756,CR-10367,0,50,1010,      ,1
63842,AFAB,10715,63842,CR-10715,0,50,1050,      ,1
63842,AFAB,10715,63842,CR-10715,0,50,1050,      ,1
782136,TFAB,10996,782136,CR-10996,0,30,1025,      ,0
782136,TFAB,10996,782136,CR-10996,0,30,1025,      ,0
64639,SRCW,10038,64639,CR-10038,0,50,1015,      ,1
64639,SRCW,10038,64639,CR-10038,0,50,1015,      ,1
36986,NISS,10491,36986,PC-10491,0,50,1080,      ,1
36986,NISS,10491,36986,PC-10491,0,50,1080,      ,1
7536,SRCW,10094,7536,CR-10094,0,50,1015,      ,1
7536,SRCW,10094,7536,CR-10094,0,50,1015,      ,1
15789,SRCW,10307,15789,CR-10307,0,10,1015,      ,100087
15789,SRCW,10307,15789,CR-10307,0,10,1015,      ,100087
21009,SRCW,10388,21009,CR-10388,0,10,1015,      ,20169
21009,SRCW,10388,21009,CR-10388,0,10,1015,      ,20169
29135,TFAB,10866,29135,CR-10866,0,10,1025,      ,20534
29135,TFAB,10866,29135,CR-10866,0,10,1025,      ,20534
31673,SRCW,10083,31673,CR-10083,0,50,1015,      ,1
31673,SRCW,10083,31673,CR-10083,0,50,1015,      ,1
34339,SRCW,10255,34339,CR-10255,0,30,1015,      ,1
34339,SRCW,10255,34339,CR-10255,0,30,1015,      ,1
37118,AXLE,10511,37118,CR-10511,0,30,1010,      ,20078
37118,AXLE,10511,37118,CR-10511,0,30,1010,      ,20078
39302,AXLE,10890,39302,CR-10890,0,30,1010,      ,1
39302,AXLE,10890,39302,CR-10890,0,30,1010,      ,1
39968,SRCW,10023,39968,CR-10023,0,50,1015,      ,1
39968,SRCW,10023,39968,CR-10023,0,50,1015,      ,1
60988,SRCW,10236,60988,CR-10236,0,30,1015,      ,0
60988,SRCW,10236,60988,CR-10236,0,30,1015,      ,0
61757,AXLE,10368,61757,CR-10368,0,50,1010,      ,1
61757,AXLE,10368,61757,CR-10368,0,50,1010,      ,1
64640,SRCW,10039,64640,CR-10039,0,50,1015,      ,0
64640,SRCW,10039,64640,CR-10039,0,50,1015,      ,0
13821,SRCW,10233,13821,CR-10233,0,10,1015,      ,30235
13821,SRCW,10233,13821,CR-10233,0,10,1015,      ,30235
21010,SRCW,10389,21010,CR-10389,0,10,1015,      ,20383
21010,SRCW,10389,21010,CR-10389,0,10,1015,      ,20383
28377,SRCW,10794,28377,CR-10794,0,30,1015,      ,1
28377,SRCW,10794,28377,CR-10794,0,30,1015,      ,1
29136,TFAB,10867,29136,CR-10867,0,10,1025,      ,20534
29136,TFAB,10867,29136,CR-10867,0,10,1025,      ,20534
31674,SRCW,10084,31674,CR-10084,0,50,1015,      ,1
31674,SRCW,10084,31674,CR-10084,0,50,1015,      ,1
33221,SRCW,10209,33221,CR-10209,0,10,1015,      ,1
33221,SRCW,10209,33221,CR-10209,0,10,1015,      ,1
35396,TFAB,10400,35396,CR-10400,0,30,1025,      ,1
35396,TFAB,10400,35396,CR-10400,0,30,1025,      ,1
39969,SRCW,10024,39969,CR-10024,0,30,1015,      ,1
39969,SRCW,10024,39969,CR-10024,0,30,1015,      ,1
61758,AXLE,10369,61758,CR-10369,0,50,1010,      ,1
61758,AXLE,10369,61758,CR-10369,0,50,1010,      ,1
63426,SRCW,10653,63426,CR-10653,0,30,1015,      ,0
63426,SRCW,10653,63426,CR-10653,0,30,1015,      ,0
63850,AFAB,10716,63850,CR-10716,0,50,1050,      ,1
63850,AFAB,10716,63850,CR-10716,0,50,1050,      ,1
7548,SRCW,10095,7548,CR-10095,0,30,1015,      ,1
7548,SRCW,10095,7548,CR-10095,0,30,1015,      ,1
11363,TFAB,10185,11363,CR-10185,0,10,1025,      ,100111
11363,TFAB,10185,11363,CR-10185,0,10,1025,      ,100111
21012,SRCW,10390,21012,CR-10390,0,50,1015,      ,1
21012,SRCW,10390,21012,CR-10390,0,50,1015,      ,1
30210,ACCE,10981,30210,CR-10981,0,50,1035,      ,1
30210,ACCE,10981,30210,CR-10981,0,50,1035,      ,1
30754,ACCE,10034,30754,CR-10034,0,50,1035,      ,1
30754,ACCE,10034,30754,CR-10034,0,50,1035,      ,1
31675,SRCW,10085,31675,CR-10085,0,50,1015,      ,1
31675,SRCW,10085,31675,CR-10085,0,50,1015,      ,1
34342,SRCW,10256,34342,CR-10256,0,30,1015,      ,1
34342,SRCW,10256,34342,CR-10256,0,30,1015,      ,1
35397,TFAB,10401,35397,CR-10401,0,30,1025,      ,1
35397,TFAB,10401,35397,CR-10401,0,30,1025,      ,1
37588,AXLE,10586,37588,CR-10586,0,30,1010,      ,1
37588,AXLE,10586,37588,CR-10586,0,30,1010,      ,1
38868,TFAB,10830,38868,CR-10830,0,30,1025,      ,100111
38868,TFAB,10830,38868,CR-10830,0,30,1025,      ,100111
39970,SRCW,10025,39970,CR-10025,0,30,1015,      ,1
39970,SRCW,10025,39970,CR-10025,0,30,1015,      ,1
61376,SRCW,10282,61376,CR-10282,0,50,1015,      ,1
61376,SRCW,10282,61376,CR-10282,0,50,1015,      ,1
61759,AXLE,10370,61759,CR-10370,0,50,1010,      ,1
61759,AXLE,10370,61759,CR-10370,0,50,1010,      ,1
63851,AFAB,10717,63851,CR-10717,0,50,1050,      ,1
63851,AFAB,10717,63851,CR-10717,0,50,1050,      ,1
64684,TFAB,10997,64684,CR-10997,0,30,1025,      ,0
64684,TFAB,10997,64684,CR-10997,0,30,1025,      ,0
13826,SRCW,10234,13826,CR-10234,0,10,1015,      ,30235
13826,SRCW,10234,13826,CR-10234,0,10,1015,      ,30235
15803,SRCW,10308,15803,CR-10308,0,30,1015,      ,1
15803,SRCW,10308,15803,CR-10308,0,30,1015,      ,1
21027,TFAB,10391,21027,CR-10391,0,10,1025,      ,20534
21027,TFAB,10391,21027,CR-10391,0,10,1025,      ,20534
26174,TFAB,10635,26174,CR-10635,0,10,1025,      ,20534
26174,TFAB,10635,26174,CR-10635,0,10,1025,      ,20534
30211,ACCE,10982,30211,CR-10982,0,50,1035,      ,1
30211,ACCE,10982,30211,CR-10982,0,50,1035,      ,1
31676,SRCW,10086,31676,CR-10086,0,50,1015,      ,1
31676,SRCW,10086,31676,CR-10086,0,50,1015,      ,1
33223,SRCW,10210,33223,CR-10210,0,50,1015,      ,1
33223,SRCW,10210,33223,CR-10210,0,50,1015,      ,1
37589,AXLE,10587,37589,CR-10587,0,30,1010,      ,1
37589,AXLE,10587,37589,CR-10587,0,30,1010,      ,1
61760,AXLE,10371,61760,CR-10371,0,50,1010,      ,1
61760,AXLE,10371,61760,CR-10371,0,50,1010,      ,1
62787,AFAB,10542,62787,CR-10542,0,50,1050,      ,1
62787,AFAB,10542,62787,CR-10542,0,50,1050,      ,1
63094,TFAB,10602,63094,CR-10602,0,30,1025,      ,1
63094,TFAB,10602,63094,CR-10602,0,30,1025,      ,1
65270,SMWN,10865,65270,CR-10865,0,10,1045,      ,1
65270,SMWN,10865,65270,CR-10865,0,10,1045,      ,1
710123,TFAB,10012,710123,CR-10012,10000,10,1025,      ,20534
710123,TFAB,10012,710123,CR-10012,10000,10,1025,      ,20534
7550,SRCW,10096,7550,CR-10096,0,30,1015,      ,1
7550,SRCW,10096,7550,CR-10096,0,30,1015,      ,1
13827,SRCW,10235,13827,CR-10235,0,10,1015,      ,20383
13827,SRCW,10235,13827,CR-10235,0,10,1015,      ,20383
26950,TFAB,10699,26950,CR-10699,0,10,1025,      ,1
26950,TFAB,10699,26950,CR-10699,0,10,1025,      ,1
30212,ACCE,10983,30212,CR-10983,0,30,1035,      ,1
30212,ACCE,10983,30212,CR-10983,0,30,1035,      ,1
31679,SRCW,10087,31679,CR-10087,0,50,1015,      ,1
31679,SRCW,10087,31679,CR-10087,0,50,1015,      ,1
34348,ACCE,10257,34348,CR-10257,0,10,1035,      ,22270
34348,ACCE,10257,34348,CR-10257,0,10,1035,      ,22270
34846,ACCE,10320,34846,CR-10320,0,50,1035,      ,1
34846,ACCE,10320,34846,CR-10320,0,50,1035,      ,1
39308,AFAB,10891,39308,CR-10891,0,50,1050,      ,1
39308,AFAB,10891,39308,CR-10891,0,50,1050,      ,1
39972,SRCW,10026,39972,CR-10026,0,50,1015,      ,1
39972,SRCW,10026,39972,CR-10026,0,50,1015,      ,1
61761,AXLE,10372,61761,CR-10372,0,50,1010,      ,1
61761,AXLE,10372,61761,CR-10372,0,50,1010,      ,1
63096,TFAB,10603,63096,CR-10603,0,30,1025,      ,1
63096,TFAB,10603,63096,CR-10603,0,30,1025,      ,1
13829,SRCW,10236,13829,CR-10236,0,10,1015,      ,20202
13829,SRCW,10236,13829,CR-10236,0,10,1015,      ,20202
15806,SRCW,10309,15806,CR-10309,0,30,1015,      ,1
15806,SRCW,10309,15806,CR-10309,0,30,1015,      ,1
21077,TMTG,10392,21077,CR-10392,0,50,1030,      ,1
21077,TMTG,10392,21077,CR-10392,0,50,1030,      ,1
28391,SRCW,10795,28391,CR-10795,0,10,1015,      ,100105
28391,SRCW,10795,28391,CR-10795,0,10,1015,      ,100105
29141,TMTG,10868,29141,CR-10868,0,50,1030,      ,1
29141,TMTG,10868,29141,CR-10868,0,50,1030,      ,1
31680,SRCW,10088,31680,CR-10088,0,50,1015,      ,1
31680,SRCW,10088,31680,CR-10088,0,50,1015,      ,1
34349,ACCE,10258,34349,CR-10258,0,10,1035,      ,22270
34349,ACCE,10258,34349,CR-10258,0,10,1035,      ,22270
37123,TFAB,10512,37123,CR-10512,0,30,1025,      ,1
37123,TFAB,10512,37123,CR-10512,0,30,1025,      ,1
39637,TMTG,10981,39637,CR-10981,0,50,1030,      ,1
39637,TMTG,10981,39637,CR-10981,0,50,1030,      ,1
61762,AXLE,10373,61762,CR-10373,0,50,1010,      ,1
61762,AXLE,10373,61762,CR-10373,0,50,1010,      ,1
63097,TFAB,10604,63097,CR-10604,0,10,1025,      ,1
63097,TFAB,10604,63097,CR-10604,0,10,1025,      ,1
63431,TFAB,10654,63431,CR-10654,0,30,1025,      ,1
63431,TFAB,10654,63431,CR-10654,0,30,1025,      ,1
64146,SMWN,10956,64146,CR-10956,0,30,1045,      ,0
64146,SMWN,10956,64146,CR-10956,0,30,1045,      ,0
63472,TFAB,10013,63472,CR-10013,10000,30,1025,      ,1
63472,TFAB,10013,63472,CR-10013,10000,30,1025,      ,1
7552,SRCW,10097,7552,CR-10097,0,10,1015,      ,20169
7552,SRCW,10097,7552,CR-10097,0,10,1015,      ,20169
11373,TFAB,11373,11373,CR-11373,0,10,1025,      ,1
11373,TFAB,11373,11373,CR-11373,0,10,1025,      ,1
13830,SRCW,10237,13830,CR-10237,0,50,1015,      ,1
13830,SRCW,10237,13830,CR-10237,0,50,1015,      ,1
29142,TMTG,10869,29142,CR-10869,0,50,1030,      ,1
29142,TMTG,10869,29142,CR-10869,0,50,1030,      ,1
31681,SRCW,10089,31681,CR-10089,0,50,1015,      ,1
31681,SRCW,10089,31681,CR-10089,0,50,1015,      ,1
33244,SRCW,10211,33244,CR-10211,0,50,1015,      ,1
33244,SRCW,10211,33244,CR-10211,0,50,1015,      ,1
34848,SRCW,10321,34848,CR-10321,0,10,1015,      ,24185
34848,SRCW,10321,34848,CR-10321,0,10,1015,      ,24185
37124,TFAB,10513,37124,CR-10513,0,30,1025,      ,1
37124,TFAB,10513,37124,CR-10513,0,30,1025,      ,1
61763,AXLE,10374,61763,CR-10374,0,50,1010,      ,1
61763,AXLE,10374,61763,CR-10374,0,50,1010,      ,1
63098,AFAB,10605,63098,CR-10605,0,50,1050,      ,1
63098,AFAB,10605,63098,CR-10605,0,50,1050,      ,1
63471,TFAB,10014,63471,CR-10014,10000,30,1025,      ,1
63471,TFAB,10014,63471,CR-10014,10000,30,1025,      ,1
11391,ACCE,10186,11391,CR-10186,0,50,1035,      ,1
11391,ACCE,10186,11391,CR-10186,0,50,1035,      ,1
13831,SRCW,10238,13831,CR-10238,0,10,1015,      ,30235
13831,SRCW,10238,13831,CR-10238,0,10,1015,      ,30235
28393,SRCW,10796,28393,CR-10796,0,10,1015,      ,20169
28393,SRCW,10796,28393,CR-10796,0,10,1015,      ,20169
31682,SRCW,10090,31682,CR-10090,0,50,1015,      ,1
31682,SRCW,10090,31682,CR-10090,0,50,1015,      ,1
33245,SRCW,10212,33245,CR-10212,0,50,1015,      ,1
33245,SRCW,10212,33245,CR-10212,0,50,1015,      ,1
63099,TFAB,10606,63099,CR-10606,0,30,1025,      ,1
63099,TFAB,10606,63099,CR-10606,0,30,1025,      ,1
7562,SRCW,10098,7562,CR-10098,0,10,1015,      ,20729
7562,SRCW,10098,7562,CR-10098,0,10,1015,      ,20729
11392,ACCE,10187,11392,CR-10187,0,50,1035,      ,1
11392,ACCE,10187,11392,CR-10187,0,50,1035,      ,1
28396,SRCW,10797,28396,CR-10797,0,10,1015,      ,100071
28396,SRCW,10797,28396,CR-10797,0,10,1015,      ,100071
