NoOfItem,MaxNoOfItem,Item-Branch Key,Order Number,DateKey
40,89,CR-10074,208391,38218
8,89,CR-10930,208391,38211
22,89,CR-10928,208391,38211
59,89,CR-10080,208391,38211
49,89,CR-10066,208391,38211
20,89,CR-10920,208391,38211
75,89,CR-10672,208391,38211
29,89,CR-10684,208391,38246
64,89,CR-10035,208391,38211
63,89,CR-10594,208391,38225
5,89,CR-10210,208391,38211
61,89,CR-10489,208391,38211
52,89,CR-10400,208391,38218
27,89,CR-10186,208391,38211
48,89,CR-10186,208391,38211
73,89,CR-10558,208391,38211
67,89,CR-10076,208391,38246
55,89,CR-10234,208391,38211
72,89,CR-10374,208391,38211
79,89,CR-10068,208391,38211
83,89,CR-10068,208391,38211
68,89,CR-10972,208391,38211
45,89,CR-10211,208391,38232
77,89,CR-10187,208391,38211
57,89,CR-10106,208391,38211
32,89,CR-10108,208391,38211
19,89,CR-10252,208391,38211
30,89,CR-10680,208391,38211
58,89,CR-10832,208391,38211
36,89,CR-10294,208391,38211
3,89,CR-10992,208391,38211
33,89,CR-10823,208391,38211
38,89,CR-10809,208391,38211
70,89,CR-10408,208391,38211
37,89,CR-10869,208391,38225
76,89,CR-10522,208391,38211
82,89,CR-10967,208391,38211
39,89,CR-10645,208391,38218
84,89,CR-10681,208391,38225
62,89,CR-10796,208391,38211
23,89,CR-10918,208391,38211
18,89,CR-10395,208391,38225
50,89,CR-10818,208391,38211
26,89,CR-10986,208391,38218
9,89,CR-10207,208391,38211
25,89,CR-10830,208391,38211
24,89,CR-10541,208391,38211
53,89,CR-10797,208391,38211
2,89,CR-10871,208391,38218
88,89,CR-10412,208391,38211
69,89,CR-10419,208391,38211
47,89,CR-10824,208391,38211
15,89,CR-10901,208391,38211
71,89,CR-10024,208391,38211
12,89,CR-10414,208391,38218
31,89,CR-10414,208391,38218
11,89,CR-10414,208391,38211
43,89,CR-10530,208391,38211
7,89,CR-10603,208391,38211
4,89,CR-11001,208391,38218
78,89,CR-10249,208391,38218
87,89,CR-10249,208391,38211
56,89,CR-10844,208391,38211
85,89,CR-10734,208391,38211
28,89,CR-10578,208391,38218
6,89,CR-10913,208391,38211
80,89,CR-10267,208391,38211
17,26,CR-10799,201895,38114
13,26,CR-10505,201895,38114
9,26,CR-10197,201895,38114
15,26,CR-10197,201895,38114
11,26,CR-10565,201895,38114
16,26,CR-10593,201895,38128
3,26,CR-10968,201895,38114
12,26,CR-10065,201895,38114
7,26,CR-10834,201895,38141
24,26,CR-10592,201895,38120
26,26,CR-10592,201895,38128
5,26,CR-10069,201895,38114
8,26,CR-10856,201895,38114
2,26,CR-10210,201895,38128
1,26,CR-10371,201895,38141
23,26,CR-10644,201895,38121
6,26,CR-10644,201895,38128
21,26,CR-10187,201895,38114
22,26,CR-10252,201895,38114
10,26,CR-10832,201895,38147
20,26,CR-10190,201895,38114
19,26,CR-10250,201895,38114
4,26,CR-10830,201895,38114
25,26,CR-10701,201895,38114
14,26,CR-10542,201895,38147
18,26,CR-10587,201895,38114
41,41,CR-10799,204396,38161
15,41,CR-10197,204396,38161
11,41,CR-10197,204396,38164
6,41,CR-10403,204396,38161
8,41,CR-10565,204396,38161
17,41,CR-10593,204396,38199
24,41,CR-10507,204396,38164
33,41,CR-10898,204396,38161
37,41,CR-10196,204396,38161
12,41,CR-10065,204396,38161
10,41,CR-10099,204396,38184
2,41,CR-10853,204396,38161
25,41,CR-10834,204396,38184
23,41,CR-10814,204396,38161
36,41,CR-10347,204396,38161
28,41,CR-10592,204396,38161
16,41,CR-10066,204396,38161
7,41,CR-10890,204396,38161
22,41,CR-10690,204396,38161
27,41,CR-10591,204396,38233
18,41,CR-10644,204396,38161
35,41,CR-10495,204396,38161
14,41,CR-10546,204396,38161
34,41,CR-10925,204396,38161
31,41,CR-10832,204396,38161
13,41,CR-10310,204396,38191
38,41,CR-10110,204396,38162
29,41,CR-10110,204396,38164
32,41,CR-10869,204396,38184
40,41,CR-10589,204396,38233
21,41,CR-10796,204396,38161
20,41,CR-10818,204396,38161
1,41,CR-10986,204396,38184
9,41,CR-10637,204396,38199
26,41,CR-10830,204396,38191
4,41,CR-10682,204396,38170
5,41,CR-10871,204396,38226
30,41,CR-10871,204396,38226
3,41,CR-10015,204396,38170
39,41,CR-10559,204396,38197
19,41,CR-10283,204396,38164
2,2,CR-10799,211750,38259
1,2,CR-10206,211750,38259
2,14,CR-10534,203243,38155
5,14,CR-10534,203243,38155
13,14,CR-10534,203243,38134
12,14,CR-10534,203243,38142
14,14,CR-10534,203243,38142
4,14,CR-10654,203243,38155
11,14,CR-10654,203243,38134
7,14,CR-10654,203243,38142
8,14,CR-10872,203243,38155
6,14,CR-10872,203243,38134
3,14,CR-10872,203243,38142
1,14,CR-10642,203243,38134
10,14,CR-10262,203243,38142
9,14,CR-10523,203243,38155
36,51,CR-10973,206845,38205
33,51,CR-10973,206845,38226
40,51,CR-10392,206845,38199
32,51,CR-10065,206845,38191
45,51,CR-10384,206845,38191
28,51,CR-10928,206845,38205
23,51,CR-10999,206845,38191
49,51,CR-10600,206845,38191
1,51,CR-10981,206845,38191
26,51,CR-10035,206845,38191
9,51,CR-10091,206845,38199
48,51,CR-10234,206845,38191
37,51,CR-10390,206845,38191
16,51,CR-10611,206845,38212
2,51,CR-10612,206845,38191
14,51,CR-10374,206845,38191
18,51,CR-11000,206845,38191
12,51,CR-10045,206845,38191
34,51,CR-10230,206845,38191
31,51,CR-10089,206845,38191
35,51,CR-10602,206845,38191
51,51,CR-10601,206845,38191
7,51,CR-10642,206845,38191
30,51,CR-10823,206845,38191
5,51,CR-10528,206845,38199
6,51,CR-10383,206845,38212
13,51,CR-10212,206845,38191
20,51,CR-10987,206845,38191
10,51,CR-10406,206845,38191
17,51,CR-10522,206845,38191
38,51,CR-10908,206845,38226
47,51,CR-10262,206845,38199
11,51,CR-10952,206845,38191
25,51,CR-10329,206845,38191
15,51,CR-10859,206845,38191
46,51,CR-10401,206845,38191
19,51,CR-10797,206845,38191
3,51,CR-10894,206845,38212
21,51,CR-10527,206845,38191
27,51,CR-10304,206845,38191
41,51,CR-10833,206845,38191
4,51,CR-10323,206845,38191
43,51,CR-10519,206845,38191
29,51,CR-10381,206845,38191
39,51,CR-10523,206845,38205
8,51,CR-10085,206845,38191
22,51,CR-10870,206845,38191
42,51,CR-10399,206845,38191
24,51,CR-10343,206845,38191
50,51,CR-10348,206845,38191
44,51,CR-10337,206845,38191
7,16,CR-10671,210140,38235
16,16,CR-10670,210140,38235
8,16,CR-10504,210140,38235
4,16,CR-10554,210140,38235
1,16,CR-10405,210140,38235
12,16,CR-10623,210140,38235
13,16,CR-10568,210140,38242
15,16,CR-10222,210140,38235
9,16,CR-10400,210140,38235
6,16,CR-10620,210140,38235
3,16,CR-10960,210140,38235
11,16,CR-10422,210140,38235
10,16,CR-10414,210140,38235
14,16,CR-10839,210140,38235
2,16,CR-10707,210140,38235
5,16,CR-10687,210140,38235
7,13,CR-10492,211749,38304
10,13,CR-10515,211749,38289
8,13,CR-10515,211749,38267
13,13,CR-10390,211749,38304
6,13,CR-10644,211749,38289
1,13,CR-10584,211749,38289
12,13,CR-10605,211749,38267
3,13,CR-10990,211749,38289
2,13,CR-10942,211749,38289
4,13,CR-10639,211749,38289
5,13,CR-10633,211749,38289
9,13,CR-10185,211749,38289
11,13,CR-10095,211749,38267
21,21,CR-10799,203235,38127
6,21,CR-10554,203235,38127
15,21,CR-10065,203235,38127
11,21,CR-10347,203235,38127
1,21,CR-10377,203235,38127
18,21,CR-10890,203235,38127
17,21,CR-10363,203235,38127
7,21,CR-10494,203235,38127
14,21,CR-10498,203235,38127
4,21,CR-10665,203235,38134
9,21,CR-10843,203235,38127
5,21,CR-10016,203235,38127
3,21,CR-10681,203235,38127
13,21,CR-10191,203235,38127
2,21,CR-10192,203235,38127
20,21,CR-10818,203235,38141
12,21,CR-10685,203235,38134
19,21,CR-10342,203235,38134
16,21,CR-10730,203235,38141
10,21,CR-10883,203235,38127
8,21,CR-10844,203235,38127
1,1,CR-10945,204395,38148
9,27,CR-10385,206819,38197
24,27,CR-10554,206819,38190
8,27,CR-10554,206819,38233
1,27,CR-10384,206819,38190
27,27,CR-10384,206819,38190
21,27,CR-10576,206819,38190
18,27,CR-10569,206819,38190
26,27,CR-10721,206819,38190
25,27,CR-10890,206819,38190
22,27,CR-10805,206819,38190
20,27,CR-10644,206819,38197
15,27,CR-10089,206819,38211
16,27,CR-10252,206819,38190
4,27,CR-10003,206819,38204
2,27,CR-10383,206819,38211
5,27,CR-10633,206819,38190
17,27,CR-10567,206819,38190
23,27,CR-10830,206819,38190
10,27,CR-10386,206819,38204
19,27,CR-10389,206819,38190
11,27,CR-10801,206819,38190
12,27,CR-10994,206819,38197
7,27,CR-10575,206819,38190
13,27,CR-10803,206819,38233
3,27,CR-10707,206819,38190
14,27,CR-10617,206819,38197
6,27,CR-10577,206819,38190
11,48,CR-10799,204394,38156
2,48,CR-10505,204394,38156
14,48,CR-10197,204394,38156
15,48,CR-10197,204394,38164
43,48,CR-10385,204394,38156
16,48,CR-10683,204394,38164
6,48,CR-10403,204394,38156
28,48,CR-10499,204394,38156
20,48,CR-10565,204394,38156
17,48,CR-10593,204394,38199
35,48,CR-10554,204394,38156
36,48,CR-10898,204394,38177
40,48,CR-10065,204394,38156
45,48,CR-10384,204394,38156
8,48,CR-10834,204394,38164
24,48,CR-10855,204394,38156
29,48,CR-10347,204394,38156
48,48,CR-10856,204394,38156
12,48,CR-10890,204394,38156
46,48,CR-10186,204394,38156
18,48,CR-10234,204394,38156
26,48,CR-10591,204394,38233
19,48,CR-10847,204394,38156
25,48,CR-10644,204394,38156
1,48,CR-10495,204394,38156
30,48,CR-10546,204394,38156
5,48,CR-10654,204394,38156
10,48,CR-10092,204394,38199
7,48,CR-10832,204394,38164
23,48,CR-10660,204394,38156
47,48,CR-10228,204394,38233
38,48,CR-10190,204394,38156
3,48,CR-10110,204394,38157
4,48,CR-10110,204394,38161
42,48,CR-10357,204394,38164
34,48,CR-10860,204394,38164
39,48,CR-10967,204394,38170
41,48,CR-10681,204394,38156
22,48,CR-10191,204394,38164
33,48,CR-10529,204394,38156
13,48,CR-10830,204394,38177
27,48,CR-10797,204394,38156
31,48,CR-10544,204394,38156
32,48,CR-10287,204394,38156
9,48,CR-10598,204394,38170
44,48,CR-10291,204394,38156
37,48,CR-10283,204394,38156
21,48,CR-10712,204394,38191
2,3,CR-10805,210121,38256
3,3,CR-10002,210121,38256
1,3,CR-10002,210121,38267
1,2,CR-10197,214914,38308
2,2,CR-10649,214914,38305
7,10,CR-10554,210107,38235
9,10,CR-10031,210107,38273
6,10,CR-10724,210107,38273
2,10,CR-10813,210107,38252
10,10,CR-10943,210107,38273
8,10,CR-10903,210107,38252
3,10,CR-10809,210107,38235
4,10,CR-10527,210107,38235
5,10,CR-10857,210107,38252
1,10,CR-10355,210107,38235
1,1,PC-10885,203202,38128
8,17,CR-10026,206802,38186
7,17,CR-10007,206802,38184
13,17,CR-10594,206802,38184
12,17,CR-10076,206802,38184
15,17,CR-10213,206802,38191
6,17,CR-10315,206802,38184
17,17,CR-10408,206802,38184
11,17,CR-10585,206802,38193
16,17,CR-10522,206802,38184
2,17,CR-10841,206802,38191
4,17,CR-10902,206802,38184
3,17,CR-10414,206802,38184
9,17,CR-10688,206802,38199
10,17,CR-10988,206802,38186
1,17,CR-10249,206802,38199
14,17,CR-10691,206802,38184
5,17,CR-10399,206802,38184
2,2,CR-10173,208338,38234
1,2,CR-10848,208338,38234
2,8,CR-10065,210080,38269
1,8,CR-10043,210080,38255
4,8,CR-10059,210080,38234
7,8,CR-10680,210080,38234
3,8,CR-10416,210080,38276
8,8,CR-10064,210080,38269
5,8,CR-10033,210080,38234
6,8,CR-10057,210080,38234
1,1,CR-10925,214913,38303
2,3,CR-10592,208342,38212
3,3,CR-10589,208342,38252
1,3,CR-10674,208342,38252
10,13,CR-10065,210086,38269
6,13,CR-10043,210086,38255
1,13,CR-10059,210086,38262
13,13,CR-10076,210086,38276
8,13,CR-10416,210086,38276
11,13,CR-10054,210086,38234
5,13,CR-10704,210086,38234
7,13,CR-10704,210086,38234
12,13,CR-10064,210086,38269
2,13,CR-10954,210086,38262
9,13,CR-10033,210086,38234
3,13,CR-10058,210086,38234
4,13,CR-10057,210086,38234
3,7,CR-10043,210074,38255
7,7,CR-10059,210074,38234
6,7,CR-10416,210074,38276
5,7,CR-10418,210074,38276
1,7,CR-10553,210074,38234
4,7,CR-10033,210074,38234
2,7,CR-10057,210074,38234
1,3,CR-10005,211669,38261
2,3,CR-10188,211669,38261
3,3,CR-10188,211669,38261
1,6,CR-10049,200903,38199
3,6,CR-10717,200903,38199
4,6,CR-10717,200903,38178
5,6,CR-10714,200903,38205
2,6,CR-10701,200903,38178
6,6,CR-10551,200903,38205
18,30,CR-10197,204384,38156
5,30,CR-10499,204384,38156
25,30,CR-10593,204384,38199
26,30,CR-10898,204384,38170
2,30,CR-10405,204384,38156
3,30,CR-10009,204384,38164
21,30,CR-10592,204384,38177
20,30,CR-10924,204384,38164
4,30,CR-10569,204384,38164
29,30,CR-10890,204384,38156
19,30,CR-10081,204384,38164
27,30,CR-10714,204384,38199
17,30,CR-10591,204384,38233
23,30,CR-10495,204384,38156
7,30,CR-10366,204384,38177
1,30,CR-10281,204384,38170
11,30,CR-10092,204384,38156
16,30,CR-10869,204384,38184
28,30,CR-10860,204384,38164
22,30,CR-10589,204384,38233
15,30,CR-10204,204384,38156
6,30,CR-10207,204384,38168
24,30,CR-10610,204384,38168
10,30,CR-10797,204384,38156
12,30,CR-10412,204384,38156
30,30,CR-10053,204384,38156
13,30,CR-10266,204384,38156
9,30,CR-10677,204384,38233
14,30,CR-10865,204384,38156
8,30,CR-10870,204384,38156
2,2,CR-10731,208328,38207
1,2,CR-10925,208328,38207
10,11,CR-10065,210077,38268
9,11,CR-10043,210077,38254
1,11,CR-10059,210077,38240
7,11,CR-10821,210077,38240
6,11,CR-10974,210077,38254
5,11,CR-10416,210077,38275
3,11,CR-10350,210077,38268
4,11,CR-10064,210077,38268
11,11,CR-10033,210077,38240
2,11,CR-10057,210077,38240
8,11,CR-10486,210077,38275
31,37,CR-10799,211680,38256
17,37,CR-10505,211680,38256
26,37,CR-10506,211680,38256
33,37,CR-10499,211680,38256
1,37,CR-10565,211680,38256
20,37,CR-10593,211680,38256
2,37,CR-10009,211680,38256
27,37,CR-10521,211680,38260
14,37,CR-10568,211680,38256
36,37,CR-10855,211680,38256
5,37,CR-10592,211680,38256
7,37,CR-10613,211680,38256
4,37,CR-10690,211680,38256
32,37,CR-10360,211680,38256
3,37,CR-10326,211680,38256
30,37,CR-10068,211680,38256
8,37,CR-10495,211680,38256
13,37,CR-10002,211680,38256
19,37,CR-10511,211680,38256
25,37,CR-10383,211680,38256
12,37,CR-10212,211680,38256
15,37,CR-10903,211680,38284
22,37,CR-10100,211680,38256
11,37,CR-10950,211680,38256
24,37,CR-10567,211680,38256
29,37,CR-10416,211680,38270
28,37,CR-10860,211680,38256
18,37,CR-10881,211680,38256
10,37,CR-10835,211680,38256
23,37,CR-10982,211680,38277
35,37,CR-10501,211680,38256
9,37,CR-10657,211680,38256
34,37,CR-10490,211680,38270
21,37,CR-10842,211680,38256
16,37,CR-11373,211680,38284
37,37,CR-10575,211680,38256
6,37,CR-10184,211680,38256
1,4,CR-10517,214905,38303
2,4,CR-10068,214905,38303
4,4,CR-10349,214905,38302
3,4,CR-10797,214905,38303
2,2,CR-10504,208300,38305
1,2,CR-10483,208300,38305
2,9,CR-10065,210070,38269
9,9,CR-10043,210070,38252
6,9,CR-10059,210070,38234
3,9,CR-10680,210070,38252
5,9,CR-10416,210070,38276
1,9,CR-10064,210070,38269
4,9,CR-10561,210070,38269
8,9,CR-10033,210070,38234
7,9,CR-10057,210070,38234
6,27,CR-10671,211657,38256
8,27,CR-10670,211657,38256
3,27,CR-10504,211657,38256
26,27,CR-10415,211657,38289
14,27,CR-10385,211657,38289
7,27,CR-10403,211657,38256
21,27,CR-10554,211657,38256
17,27,CR-10827,211657,38256
24,27,CR-10405,211657,38256
13,27,CR-10615,211657,38289
22,27,CR-10411,211657,38256
27,27,CR-10307,211657,38256
25,27,CR-10882,211657,38256
11,27,CR-10887,211657,38256
20,27,CR-10690,211657,38256
23,27,CR-10847,211657,38256
12,27,CR-10211,211657,38289
18,27,CR-10602,211657,38256
15,27,CR-10476,211657,38296
1,27,CR-10957,211657,38256
19,27,CR-10522,211657,38256
5,27,CR-10410,211657,38256
4,27,CR-10711,211657,38256
10,27,CR-10931,211657,38256
16,27,CR-10475,211657,38256
2,27,CR-10305,211657,38256
9,27,CR-10698,211657,38296
2,4,CR-10717,200901,38190
4,4,CR-10714,200901,38203
1,4,CR-10190,200901,38190
3,4,CR-10529,200901,38203
1,2,CR-10504,208299,38305
2,2,CR-10813,208299,38305
1,9,CR-10065,210058,38269
6,9,CR-10043,210058,38234
3,9,CR-10059,210058,38234
4,9,CR-10054,210058,38234
9,9,CR-10398,210058,38269
7,9,CR-10064,210058,38269
8,9,CR-10033,210058,38234
2,9,CR-10058,210058,38234
5,9,CR-10057,210058,38234
23,23,CR-10968,200093,38178
17,23,CR-10965,200093,38178
2,23,CR-10924,200093,38178
7,23,CR-10928,200093,38178
3,23,CR-10558,200093,38178
6,23,CR-10583,200093,38178
18,23,CR-10252,200093,38178
9,23,CR-10310,200093,38178
1,23,CR-10206,200093,38178
20,23,CR-10936,200093,38178
19,23,CR-10172,200093,38178
16,23,CR-10934,200093,38178
12,23,CR-10357,200093,38178
14,23,CR-10908,200093,38178
15,23,CR-10358,200093,38178
4,23,CR-10881,200093,38178
5,23,CR-10927,200093,38178
10,23,CR-10204,200093,38178
8,23,CR-10016,200093,38178
21,23,CR-10354,200093,38178
13,23,CR-10236,200093,38178
22,23,CR-10868,200093,38178
11,23,CR-10852,200093,38178
35,70,CR-10504,201848,38109
50,70,CR-10197,201848,38123
27,70,CR-10385,201848,38109
69,70,CR-10854,201848,38123
70,70,CR-10403,201848,38109
12,70,CR-10565,201848,38123
43,70,CR-10898,201848,38127
38,70,CR-10898,201848,38150
31,70,CR-10898,201848,38109
68,70,CR-10968,201848,38116
10,70,CR-10973,201848,38109
17,70,CR-10196,201848,38109
13,70,CR-10094,201848,38109
40,70,CR-10173,201848,38200
11,70,CR-10384,201848,38109
48,70,CR-10384,201848,38109
9,70,CR-10834,201848,38165
62,70,CR-10814,201848,38144
41,70,CR-10609,201848,38109
14,70,CR-10543,201848,38123
2,70,CR-10813,201848,38137
51,70,CR-10684,201848,38200
34,70,CR-10035,201848,38109
36,70,CR-10091,201848,38109
28,70,CR-10808,201848,38109
56,70,CR-10690,201848,38109
30,70,CR-10588,201848,38109
4,70,CR-10943,201848,38144
18,70,CR-10805,201848,38109
23,70,CR-10583,201848,38130
67,70,CR-10546,201848,38116
64,70,CR-10584,201848,38109
46,70,CR-10832,201848,38130
59,70,CR-10911,201848,38109
52,70,CR-10212,201848,38116
39,70,CR-10903,201848,38123
54,70,CR-10809,201848,38150
26,70,CR-10100,201848,38109
49,70,CR-10357,201848,38109
20,70,CR-10860,201848,38130
16,70,CR-10566,201848,38123
32,70,CR-10562,201848,38109
63,70,CR-10204,201848,38109
5,70,CR-10695,201848,38109
44,70,CR-10300,201848,38130
45,70,CR-10301,201848,38109
53,70,CR-10797,201848,38109
66,70,CR-10871,201848,38109
60,70,CR-10544,201848,38116
29,70,CR-10287,201848,38144
37,70,CR-10527,201848,38116
1,70,CR-10325,201848,38109
15,70,CR-10053,201848,38123
7,70,CR-10701,201848,38109
33,70,CR-10688,201848,38150
25,70,CR-10688,201848,38144
61,70,CR-10810,201848,38130
55,70,CR-11373,201848,38109
8,70,CR-10802,201848,38109
22,70,CR-10862,201848,38165
47,70,CR-10862,201848,38109
19,70,CR-10561,201848,38116
65,70,CR-10804,201848,38109
3,70,CR-10883,201848,38116
58,70,CR-10107,201848,38109
57,70,CR-10844,201848,38109
42,70,CR-10184,201848,38109
24,70,CR-10617,201848,38144
21,70,CR-10896,201848,38137
6,70,CR-10402,201848,38150
2,15,CR-10065,204364,38147
3,15,CR-10093,204364,38147
8,15,CR-10078,204364,38147
13,15,CR-10258,204364,38161
9,15,CR-10091,204364,38147
1,15,CR-10081,204364,38256
5,15,CR-10557,204364,38193
12,15,CR-10100,204364,38147
11,15,CR-10416,204364,38161
6,15,CR-10952,204364,38147
15,15,CR-10512,204364,38200
4,15,CR-10373,204364,38256
14,15,CR-10064,204364,38147
7,15,CR-10868,204364,38179
10,15,CR-10795,204364,38147
1,1,PC-10344,205696,38221
2,2,CR-10504,208298,38303
1,2,CR-10938,208298,38303
7,9,CR-10065,210055,38269
8,9,CR-10043,210055,38234
4,9,CR-10814,210055,38276
9,9,CR-10059,210055,38234
5,9,CR-10416,210055,38276
6,9,CR-10064,210055,38269
3,9,CR-10033,210055,38234
1,9,CR-10656,210055,38234
2,9,CR-10057,210055,38234
1,2,CR-10504,208295,38301
2,2,CR-10722,208295,38301
1,1,CR-10909,211631,38273
12,28,CR-10067,200091,38245
11,28,CR-10593,200091,38245
27,28,CR-10898,200091,38245
17,28,CR-10968,200091,38245
15,28,CR-10889,200091,38245
13,28,CR-10924,200091,38245
10,28,CR-10879,200091,38245
7,28,CR-10583,200091,38245
9,28,CR-10925,200091,38245
5,28,CR-10933,200091,38245
3,28,CR-10310,200091,38245
25,28,CR-10090,200091,38245
4,28,CR-10180,200091,38245
18,28,CR-10231,200091,38245
8,28,CR-10967,200091,38245
24,28,CR-10881,200091,38245
1,28,CR-10354,200091,38245
20,28,CR-10976,200091,38245
2,28,CR-10877,200091,38245
16,28,CR-10191,200091,38245
14,28,CR-10192,200091,38245
19,28,CR-10176,200091,38245
6,28,CR-10859,200091,38245
21,28,CR-10830,200091,38245
22,28,CR-10880,200091,38245
23,28,CR-10840,200091,38245
26,28,CR-10838,200091,38245
28,28,CR-10359,200091,38245
18,54,CR-10505,203179,38168
45,54,CR-10038,203179,38127
13,54,CR-10097,203179,38127
34,54,CR-10403,203179,38127
10,54,CR-10334,203179,38127
24,54,CR-10392,203179,38154
26,54,CR-10405,203179,38127
1,54,CR-10065,203179,38127
12,54,CR-10037,203179,38127
29,54,CR-10032,203179,38127
