Order Number,Address Number Header,Order Gross Amount,Order Type Header,Business Unit Order Header,Order Date Header,Hold Orders Code Header,Company Number Header,Stop Code Header,Zone Code Header,Hold Code Header,Ship To Address Header,Parent Address Number Header,Orderby Header,Freight Code Header
302697,10019942,0,SO,CR,103123,  ,00001,   ,   ,  ,101579,101548,          ,6
312546,10026078,370.5,SO,CR,103275,  ,00001,   ,   ,  ,73976,73976,ALEX,4
313150,10021203,3666.76,SO,CR,103283,  ,00001,   ,   ,  ,100839,244,          ,3
311956,10024725,1345.95,SO,CR,103267,  ,00001,   ,   ,  ,97690,97690,          ,3
308817,10007577,1969.96,SO,CR,103220,  ,00001,   ,   ,  ,102129,102128,MELONIE,2
311561,10025252,217.9,SO,CR,103261,  ,00001,   ,   ,  ,212,212,          ,3
312738,10010974,0,SO,CR,103277,  ,00001,DS,   ,  ,71700,71700,TIM*PARTS,3
302116,10009907,16.16,SO,CR,103115,  ,00001,   ,   ,  ,93790,93790,          ,4
312342,10009657,149.21,SO,CR,103273,  ,00001,   ,   ,  ,25,25,          ,4
308426,10023489,357.02,SO,CR,103217,  ,00001,   ,   ,  ,13365,101552,PURCHASING,6
310561,10025037,322.71,SO,CR,103247,  ,00001,   ,   ,  ,36000,36000,ERIK,4
309208,10027381,11.75,SO,CR,103226,  ,00001,   ,   ,  ,100966,65800,ROY,6
307652,10024022,0,SO,CR,103204,  ,00001,DS,   ,  ,101015,12020,JILL,3
307849,10007123,63.05,SO,CR,103206,  ,00001,   ,   ,  ,60700,60700,          ,4
309996,10010974,0,SO,CR,103239,  ,00001,   ,   ,  ,71700,71700,          ,3
311164,10025238,27.05,SO,CR,103255,  ,00001,DS,   ,  ,101242,101564,          ,4
306874,10010974,0,SO,CR,103191,  ,00001,   ,   ,  ,71700,71700,          ,3
314219,10025302,112.4,SO,CR,103297,  ,00001,DS,   ,  ,58940,58940,PURCHASING,4
305074,10019388,349.16,SO,CR,103161,  ,00001,DS,   ,  ,148,148,          ,4
302893,10025284,197.46,SO,CR,103126,  ,00001,   ,   ,  ,62860,62860,HERB,3
302305,10019909,251.33,SO,CR,103119,  ,00001,   ,   ,  ,58188,101562,WILLIAM J.,4
304286,10023516,25.74,SO,CR,103148,  ,00001,   ,   ,  ,101313,35695,CORY,4
310180,10017638,27.36,SO,CR,103241,  ,00001,DS,   ,  ,101415,101559,MARY,4
301289,10009907,82.01,SO,CR,103087,  ,00001,   ,   ,  ,93790,93790,          ,3
303292,10024010,62.61,SO,CR,103133,  ,00001,   ,   ,  ,101458,70950,JERRY,4
301075,10026291,667.05,SO,CR,103060,  ,00001,   ,   ,  ,101265,76,          ,3
300152,10008134,0,CO,CR,103158,  ,00001,   ,   ,  ,46760,101560,          ,   
304880,10019388,514.7,SO,CR,103156,  ,00001,   ,   ,  ,148,148,          ,4
303498,10010974,0,SO,CR,103135,  ,00001,   ,   ,  ,71700,71700,          ,3
302500,10010974,0,SO,CR,103120,  ,00001,   ,   ,  ,71700,71700,PHONE,6
301906,10009643,97.78,SO,CR,103113,  ,00001,   ,   ,  ,27448,27448,KRIS,4
313149,10010974,0,SO,CR,103283,  ,00001,DS,   ,  ,71700,71700,          ,3
303894,10026522,46.82,SO,CR,103142,  ,00001,DS,   ,  ,100742,31385,RICH,4
312737,10006093,380.54,SO,CR,103277,  ,00001,   ,   ,  ,101277,122,          ,4
313569,10021203,13721.25,SO,CR,103289,  ,00001,   ,   ,  ,100873,244,          ,3
309207,10010974,0,SO,CR,103226,  ,00001,   ,   ,  ,71700,71700,          ,3
310761,10010974,0,SO,CR,103249,  ,00001,DS,   ,  ,71700,71700,          ,3
313990,10021179,1672.72,SO,CR,103295,  ,00001,   ,   ,  ,101547,462,          ,2
312341,10010974,0,SO,CR,103273,  ,00001,   ,   ,  ,71700,71700,          ,3
309803,10015275,0,SO,CR,103234,  ,00001,   ,   ,  ,100778,85520,          ,3
307263,10020192,47.8,SO,CR,103197,  ,00001,   ,   ,  ,101492,101552,SHAWN,6
310959,10025238,80.53,SO,CR,103253,  ,00001,DS,   ,  ,101242,101564,          ,4
308229,10010974,0,SO,CR,103213,  ,00001,   ,   ,  ,71700,71700,          ,3
305672,10025039,397.08,SO,CR,103170,  ,00001,   ,   ,  ,101431,353,E-MAIL,2
304485,10016784,128.05,SO,CR,103150,  ,00001,   ,   ,  ,100866,2714,EDNA,4
314665,10009907,333.45,SO,CR,103303,  ,00001,DS,   ,  ,93790,93790,          ,4
311163,10025269,54.63,SO,CR,103255,  ,00001,DS,   ,  ,101599,101564,          ,4
308041,10025238,24.58,SO,CR,103210,  ,00001,DS,   ,  ,101242,101564,          ,4
306261,10019942,137.54,SO,CR,103182,  ,00001,DS,   ,  ,101172,101548,          ,4
302114,10000472,2021.48,SO,CR,103115,  ,00001,   ,   ,  ,101525,59600,          ,3
304681,10010974,0,SO,CR,103154,  ,00001,   ,   ,  ,71700,71700,JOE,3
304090,10022750,307.57,SO,CR,103144,  ,00001,   ,   ,  ,91900,91900,KAREN,4
302695,10017072,49.07,SO,CR,103123,  ,00001,   ,   ,  ,100759,56900,          ,4
304879,10009643,0,SO,CR,103156,  ,00001,DS,   ,  ,27448,27448,KRIS,3
310560,10019150,0,SO,CR,103247,  ,00001,   ,   ,  ,27450,27450,          ,3
317239,10024270,3081.74,SO,CR,103003,  ,00001,   ,   ,  ,18267,18267,FAX,4
313352,10017638,87.97,SO,CR,103287,  ,00001,DS,   ,  ,101415,101559,SALLY,4
307848,10009156,50.77,SO,CR,103206,  ,00001,DS,   ,  ,101155,56490,PURCHASING,4
302892,10010974,0,SO,CR,103126,  ,00001,   ,   ,  ,71700,71700,          ,3
312150,10025302,99.02,SO,CR,103269,  ,00001,DS,   ,  ,58940,58940,PURCHASING,4
314663,10010974,0,SO,CR,103303,  ,00001,DS,   ,  ,71700,71700,FAX,3
310178,10022750,90.87,SO,CR,103241,  ,00001,   ,   ,  ,91900,91900,PHIL S.,3
312340,10017638,50.47,SO,CR,103273,  ,00001,DS,   ,  ,101415,101559,SALLY,4
301288,10020639,207.4,SO,CR,103087,  ,00001,   ,   ,  ,100930,73970,          ,4
314433,10013188,219.8,SO,CR,103301,  ,00001,   ,   ,  ,99994,99994,          ,3
315120,10024725,987.32,SO,CR,103310,  ,00001,   ,   ,  ,97690,97690,FAX,4
307650,10020192,79.38,SO,CR,103204,  ,00001,   ,   ,  ,101492,101552,JIM P.,4
306260,10025778,54.04,SO,CR,103182,  ,00001,DS,   ,  ,101578,101548,          ,4
311354,10026299,119.15,SO,CR,103259,  ,00001,DS,   ,  ,100849,101551,          ,2
306065,10025778,35.47,SO,CR,103177,  ,00001,DS,   ,  ,101578,101548,          ,4
304089,10027572,153.04,SO,CR,103144,  ,00001,   ,   ,  ,101323,1600,PURCHASING,3
303089,10024262,0,SO,CR,103128,  ,00001,   ,   ,  ,101774,101774,GLENN,3
309421,10026299,124.88,SO,CR,103228,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
308424,10010974,0,SO,CR,103217,  ,00001,DS,   ,  ,71700,71700,PHONE,3
309615,10010974,0,SO,CR,103232,  ,00001,DS,   ,  ,71700,71700,          ,3
305671,10025039,350.2,SO,CR,103170,  ,00001,   ,   ,  ,101431,353,E-MAIL,2
303291,10021203,133.82,SO,CR,103133,  ,00001,DS,   ,  ,101713,244,          ,4
303496,10009660,34.72,SO,CR,103135,  ,00001,   ,   ,  ,365,365,          ,4
306872,10012422,21.22,SO,CR,103191,  ,00001,   ,   ,  ,123,123,BRIAN,4
302694,10021936,899.51,SO,CR,103123,  ,00001,   ,   ,  ,194,194,CHRIS,3
314881,10015030,1488.08,SO,CR,103308,  ,00001,   ,   ,  ,100892,135,PURCHASING,4
301904,10000474,344.4,SO,CR,103113,  ,00001,   ,   ,  ,27005,27005,PURCHASING,4
304284,10025552,234.61,SO,CR,103148,  ,00001,   ,   ,  ,100918,387,FAX,4
307063,10025238,115.37,SO,CR,103193,  ,00001,DS,   ,  ,101242,101564,          ,4
313147,10026522,2376.36,SO,CR,103283,  ,00001,   ,   ,  ,100742,31385,MARTY,6
312735,10013252,6052.89,SO,CR,103277,  ,00001,   ,   ,  ,45105,45105,MELANIE,3
310558,10010974,0,SO,CR,103247,  ,00001,   ,   ,  ,71700,71700,          ,3
301503,10027381,67.13,SO,CR,103100,  ,00001,   ,   ,  ,100966,65800,          ,6
309420,10002709,265.42,SO,CR,103228,  ,00001,   ,   ,  ,448,448,PURCHASING,3
311748,10020388,124.18,SO,CR,103263,  ,00001,   ,   ,  ,58190,101562,ANDY,4
313567,10025305,4,SO,CR,103289,  ,00001,   ,   ,  ,499,499,          ,3
308814,10009643,104.58,SO,CR,103220,  ,00001,   ,   ,  ,27448,27448,JOHN,3
310956,10025238,232.18,SO,CR,103253,  ,00001,DS,   ,  ,101242,101564,          ,4
310365,10010974,0,SO,CR,103245,  ,00001,   ,   ,  ,71700,71700,          ,3
306650,10010974,0,SO,CR,103189,  ,00001,   ,   ,  ,71700,71700,          ,3
308227,10026299,140.05,SO,CR,103213,  ,00001,DS,   ,  ,100849,101551,          ,2
306871,10014779,773.14,SO,CR,103191,  ,00001,   ,   ,  ,101795,12200,          ,2
306064,10019942,51.31,SO,CR,103177,  ,00001,DS,   ,  ,101579,101548,          ,4
306259,10027381,287.99,SO,CR,103182,  ,00001,   ,   ,  ,100966,65800,          ,6
305670,10024010,148.64,SO,CR,103170,  ,00001,   ,   ,  ,101458,70950,JERRY,4
303891,10021203,5872.32,SO,CR,103142,  ,00001,   ,   ,  ,100839,244,          ,3
307260,10010974,0,SO,CR,103197,  ,00001,   ,   ,  ,71700,71700,          ,3
305868,10010974,0,SO,CR,103172,  ,00001,   ,   ,  ,71700,71700,          ,3
307846,10027583,7346.89,SO,CR,103206,  ,00001,   ,   ,  ,101805,4,PURCHASING,3
308039,10025238,38.39,SO,CR,103210,  ,00001,DS,   ,  ,101242,101564,          ,4
302693,10025238,185.9,SO,CR,103123,  ,00001,DS,   ,  ,101242,101564,          ,4
303290,10017638,25.74,SO,CR,103133,  ,00001,   ,   ,  ,101415,101559,MARY,2
300059,10012422,0,CO,CR,103123,  ,00001,   ,   ,  ,123,123,          ,   
302111,10021470,716.42,SO,CR,103115,  ,00001,   ,   ,  ,101239,408,          ,2
301286,10025039,132475,SO,CR,103087,  ,00001,   ,   ,  ,101431,353,          ,2
302497,10010974,0,SO,CR,103120,  ,00001,   ,   ,  ,71700,71700,          ,3
315117,10010974,0,SO,CR,103310,  ,00001,DS,   ,  ,71700,71700,PHONE,3
301502,10025296,1207.12,SO,CR,103100,  ,00001,   ,   ,  ,557,557,          ,3
314215,10000474,0,SO,CR,103297,  ,00001,   ,   ,  ,27005,27005,SCOTT P,3
313566,10027572,105.91,SO,CR,103289,  ,00001,DS,   ,  ,101475,1600,PURCHASING,4
314431,10021203,70.48,SO,CR,103301,  ,00001,DS,   ,  ,101713,244,          ,4
314661,10018890,162.82,SO,CR,103303,  ,00001,DS,   ,  ,93331,93331,          ,6
313777,10010974,0,SO,CR,103291,  ,00001,   ,   ,  ,71700,71700,SHAWN,3
310364,10026299,14.39,SO,CR,103245,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
310557,10021459,61262.05,SO,CR,103247,  ,00001,   ,   ,  ,55,55,FAX,4
307648,10023489,128.65,SO,CR,103204,  ,00001,   ,   ,  ,13365,101552,PURCHASING,6
309000,10010974,0,SO,CR,103224,  ,00001,   ,   ,  ,71700,71700,JEFF,3
307845,10010974,0,SO,CR,103206,  ,00001,   ,   ,  ,71700,71700,          ,3
311352,10026299,82.38,SO,CR,103259,  ,00001,DS,   ,  ,100849,101551,          ,2
309204,10015275,121.47,SO,CR,103226,  ,00001,DS,   ,  ,100778,85520,          ,4
311160,10021203,2487.03,SO,CR,103255,  ,00001,   ,   ,  ,100839,244,          ,3
308611,10027381,263.65,SO,CR,103218,  ,00001,   ,   ,  ,100966,65800,          ,6
308038,10020927,46384.94,SO,CR,103210,  ,00001,   ,   ,  ,580,580,FAX,3
305273,10010974,0,SO,CR,103163,  ,00001,   ,   ,  ,71700,71700,BARNEY O.,3
304282,10016549,172.19,SO,CR,103148,  ,00001,   ,   ,  ,3354,3354,DON,4
305069,10010974,0,SO,CR,103161,  ,00001,   ,   ,  ,71700,71700,WILL,3
304087,10019909,83.73,SO,CR,103144,  ,00001,   ,   ,  ,58188,101562,WILLIAM J.,4
304482,10017576,70.09,SO,CR,103150,  ,00001,DS,   ,  ,101086,578,TOM,4
303692,10007566,162.37,SO,CR,103137,  ,00001,   ,   ,  ,101224,101556,PAULA,4
302301,10010974,0,SO,CR,103119,  ,00001,   ,   ,  ,71700,71700,          ,3
312940,10010974,0,SO,CR,103281,  ,00001,DS,   ,  ,71700,71700,          ,3
301285,10025039,132475,SO,CR,103087,  ,00001,   ,   ,  ,101431,353,          ,2
313776,10022750,332.92,SO,CR,103291,  ,00001,DS,   ,  ,91900,91900,          ,4
307453,10010974,27.23,SO,CR,103199,  ,00001,   ,   ,  ,71700,71700,          ,3
314660,10023489,126.54,SO,CR,103303,  ,00001,DS,   ,  ,13365,101552,RON,4
315430,10010974,0,SO,CR,103315,  ,00001,   ,   ,  ,71700,71700,          ,3
313565,10000466,137.55,SO,CR,103289,  ,00001,   ,   ,  ,63850,63850,MARSHALL,4
311555,10023471,392.9,SO,PC,103261,  ,00001,   ,   ,  ,61620,61620,          ,2
314214,10017638,107.19,SO,CR,103297,  ,00001,   ,   ,  ,101415,101559,          ,2
312337,10018885,17615.99,SO,CR,103273,  ,00001,   ,   ,  ,101008,579,FAX,3
303289,10019150,0,SO,CR,103133,  ,00001,   ,   ,  ,27450,27450,          ,3
304678,10010974,0,SO,CR,103154,  ,00001,   ,   ,  ,71700,71700,PHILLIP,3
313145,10010974,0,SO,CR,103283,  ,00001,DS,   ,  ,71700,71700,PHONE,3
311159,10020445,88.83,SO,CR,103255,  ,00001,   ,   ,  ,101084,101564,          ,4
302110,10015275,759.48,SO,CR,103115,  ,00001,   ,   ,  ,100778,85520,TRISTEN,4
312147,10009156,784.95,SO,CR,103269,  ,00001,   ,   ,  ,101155,56490,JODY,4
308037,10010974,0,SO,CR,103210,  ,00001,DS,   ,  ,71700,71700,LARRY,3
318617,10020390,3379.38,SO,CR,103029,  ,00001,   ,   ,  ,37880,37880,PURCHASING,3
307059,10009643,149.27,SO,CR,103193,  ,00001,DS,   ,  ,27448,27448,          ,4
305068,10019617,412.15,SO,CR,103161,  ,00001,   ,   ,  ,100947,101556,          ,3
308999,10006093,35,SO,CR,103224,  ,00001,   ,   ,  ,101277,122,HILDRED,4
306869,10023471,22953.39,SO,PC,103191,  ,00001,   ,   ,  ,61620,61620,          ,2
306456,10023489,107.73,SO,CR,103185,  ,00001,DS,   ,  ,13365,101552,FAX,4
305272,10010974,0,SO,CR,103163,  ,00001,   ,   ,  ,71700,71700,          ,3
303288,10002765,32.29,SO,CR,103133,  ,00001,   ,   ,  ,402,402,DANIEL,4
306062,10019942,285.54,SO,CR,103177,  ,00001,DS,   ,  ,101579,101548,          ,4
302495,10027572,0,SO,CR,103120,  ,00001,   ,   ,  ,101475,1600,PURCHASING,3
305668,10011981,0,SO,CR,103170,  ,00001,   ,   ,  ,486,486,          ,3
302109,10010974,0,SO,CR,103115,  ,00001,   ,   ,  ,71700,71700,MIKE CODY,3
305866,10027572,273.02,SO,CR,103172,  ,00001,   ,   ,  ,101477,1600,CINDY,4
301284,10025039,22710,SO,CR,103087,  ,00001,   ,   ,  ,101431,353,          ,2
315115,10010974,0,SO,CR,103310,  ,00001,DS,   ,  ,71700,71700,          ,3
311554,10023471,392.9,SO,PC,103261,  ,00001,   ,   ,  ,61620,61620,          ,2
314213,10017638,150.68,SO,CR,103297,  ,00001,DS,   ,  ,101415,101559,          ,2
309798,10010974,0,SO,CR,103234,  ,00001,DS,   ,  ,71700,71700,          ,3
308811,10027572,29.27,SO,CR,103220,  ,00001,DS,   ,  ,101475,1600,PURCHASING,4
310953,10021185,339.71,SO,CR,103253,  ,00001,   ,   ,  ,58191,101562,          ,4
311946,10010974,0,SO,CR,103267,  ,00001,DS,   ,  ,71700,71700,          ,3
303493,10016549,0,SO,CR,103135,  ,00001,   ,   ,  ,3354,3354,JIM,3
310362,10009907,142.67,SO,CR,103245,  ,00001,   ,   ,  ,93790,93790,AMANDA,4
302300,10023489,72.65,SO,CR,103119,  ,00001,DS,   ,  ,13365,101552,WILLIA,4
309611,10020639,121.7,SO,CR,103232,  ,00001,   ,   ,  ,101099,73970,MATT,4
306455,10020639,455.25,SO,CR,103185,  ,00001,   ,   ,  ,101183,73970,FAX,3
308420,10019942,53.97,SO,CR,103214,  ,00001,DS,   ,  ,101579,101548,          ,4
314429,10007123,328.11,SO,CR,103301,  ,00001,   ,   ,  ,60700,60700,ALINA,4
307844,10023489,177.76,SO,CR,103206,  ,00001,DS,   ,  ,13365,101552,PURCHASING,4
311158,10025238,74.59,SO,CR,103255,  ,00001,DS,   ,  ,101242,101564,          ,4
307257,10025238,8.7,SO,CR,103197,  ,00001,   ,   ,  ,101242,101564,          ,4
309202,10021986,87.8,SO,CR,103226,  ,00001,   ,   ,  ,58192,101562,ANDY,4
309416,10017638,20.85,SO,CR,103228,  ,00001,DS,   ,  ,101415,101559,SALLY,4
306868,10023471,22953.39,SO,PC,103191,  ,00001,   ,   ,  ,61620,61620,          ,2
307646,10021222,0,SO,CR,103204,  ,00001,DS,   ,  ,101184,97700,E-MAIL,3
304676,10025269,6.54,SO,CR,103154,  ,00001,DS,   ,  ,101599,101564,          ,4
304086,10002765,69.25,SO,CR,103144,  ,00001,   ,   ,  ,402,402,PURCHASING,3
303086,10025758,674.06,SO,CR,103128,  ,00001,   ,   ,  ,263,263,FAX,3
304875,10017638,15.39,SO,CR,103156,  ,00001,   ,   ,  ,101415,101559,          ,2
303691,10010974,0,SO,CR,103137,  ,00001,   ,   ,  ,71700,71700,          ,3
303888,10026522,101.41,SO,CR,103142,  ,00001,   ,   ,  ,100742,31385,TED,6
303492,10023489,0,SO,CR,103135,  ,00001,   ,   ,  ,13365,101552,          ,6
300451,10027381,0,CO,CR,103245,  ,00001,   ,   ,  ,100966,65800,GARY,   
302299,10025284,102.21,SO,CR,103119,  ,00001,   ,   ,  ,62860,62860,HERB,4
301283,10019942,133.59,SO,CR,103087,  ,00001,DS,   ,  ,101172,101548,          ,4
314658,10027572,76.19,SO,CR,103303,  ,00001,DS,   ,  ,101475,1600,PURCHASING,4
313143,10017576,116.29,SO,CR,103283,  ,00001,DS,   ,  ,101086,578,JOHNTHAN,4
311349,10021203,357.18,SO,CR,103259,  ,00001,DS,   ,  ,101713,244,          ,4
313774,10020639,80.5,SO,CR,103291,  ,00001,   ,   ,  ,100930,73970,TIM,4
312731,10002240,232.29,SO,CR,103277,  ,00001,DS,   ,  ,101188,4178,ALEX,4
312335,10024010,79.63,SO,CR,103273,  ,00001,   ,   ,  ,101458,70950,DANNY,4
311744,10011923,34.11,SO,CR,103263,  ,00001,   ,   ,  ,100915,101552,SCOTT,4
309415,10021203,268.63,SO,CR,103228,  ,00001,DS,   ,  ,101713,244,PAM,4
302494,10016549,0,SO,CR,103120,  ,00001,   ,   ,  ,3354,3354,JIM,3
311157,10025238,104.42,SO,CR,103255,  ,00001,DS,   ,  ,101242,101564,          ,4
314428,10026522,65.59,SO,CR,103301,  ,00001,DS,   ,  ,100742,31385,RICK,4
306454,10020639,422.72,SO,CR,103185,  ,00001,   ,   ,  ,100930,73970,FAX,3
309201,10021936,465.59,SO,CR,103226,  ,00001,DS,   ,  ,194,194,PURCHASING,4
306646,10013188,2128.5,SO,CR,103189,  ,00001,   ,   ,  ,99994,99994,          ,3
308997,10010974,0,SO,CR,103224,  ,00001,DS,   ,  ,71700,71700,RETURNS,3
308810,10025037,105.55,SO,CR,103220,  ,00001,DS,   ,  ,36000,36000,DONNA,4
306867,10025243,112.56,SO,CR,103191,  ,00001,   ,   ,  ,101100,509,          ,3
312937,10014810,0,SO,CR,103281,  ,00001,   ,   ,  ,1400,1400,PATRICK S.,3
309797,10010974,0,SO,CR,103234,  ,00001,DS,   ,  ,71700,71700,HAROLD O.,3
306060,10025495,75.43,SO,CR,103177,  ,00001,   ,   ,  ,82050,101566,FAX,4
305270,10010974,0,SO,CR,103163,  ,00001,   ,   ,  ,71700,71700,RANDY,3
305666,10010970,529.47,SO,CR,103170,  ,00001,   ,   ,  ,89084,89084,PURCHASING,4
304874,10017638,1.27,SO,CR,103156,  ,00001,   ,   ,  ,101415,101559,SALLY,2
305470,10020639,57.3,SO,CR,103168,  ,00001,   ,   ,  ,101099,73970,          ,4
301709,10000466,226.06,SO,CR,103108,  ,00001,   ,   ,  ,63850,63850,          ,3
300224,10017638,0,CO,CR,103176,  ,00001,   ,   ,  ,101415,101559,RETURNS,   
302493,10025269,24.27,SO,CR,103120,  ,00001,DS,   ,  ,101599,101564,          ,4
315113,10010974,0,SO,CR,103310,  ,00001,DS,   ,  ,71700,71700,          ,3
315422,10021222,0,SO,CR,103312,  ,00001,DS,   ,  ,101184,97700,E-MAIL,3
302107,10020927,64.49,SO,CR,103115,  ,00001,DS,   ,  ,101324,580,FAX,4
313773,10023489,15.74,SO,CR,103291,  ,00001,DS,   ,  ,13365,101552,DARRELL,4
314211,10017638,114.07,SO,CR,103297,  ,00001,DS,   ,  ,101415,101559,          ,2
314876,10021203,93.69,SO,CR,103308,  ,00001,DS,   ,  ,101713,244,          ,4
312534,10025287,35.78,SO,CR,103275,  ,00001,DS,   ,  ,100897,101564,          ,4
314427,10018890,107.47,SO,CR,103301,  ,00001,DS,   ,  ,93331,93331,JOHN,6
312730,10025291,30.95,SO,CR,103277,  ,00001,   ,   ,  ,100711,310,KEVIN,4
311743,10027572,77.56,SO,CR,103263,  ,00001,   ,   ,  ,101475,1600,PURCHASING,4
310552,10010974,0,SO,CR,103247,  ,00001,DS,   ,  ,71700,71700,          ,3
309796,10009907,30,SO,CR,103234,  ,00001,DS,   ,  ,93790,93790,          ,4
305469,10025291,300.88,SO,CR,103168,  ,00001,   ,   ,  ,310,310,          ,3
307644,10019942,28.03,SO,CR,103204,  ,00001,DS,   ,  ,100876,101548,LAURE Z.,4
307842,10011923,136.88,SO,CR,103206,  ,00001,   ,   ,  ,100915,101552,PURCHASING,6
305863,10023241,142.28,SO,CR,103172,  ,00001,   ,   ,  ,526,526,AMBER,3
306254,10024725,15.24,SO,CR,103182,  ,00001,   ,   ,  ,97690,97690,FAX,3
309987,10021203,495.82,SO,CR,103239,  ,00001,DS,   ,  ,101713,244,          ,4
308418,10019942,207.05,SO,CR,103214,  ,00001,DS,   ,  ,101579,101548,          ,4
309609,10021986,52.3,SO,CR,103232,  ,00001,   ,   ,  ,58192,101562,ANDY,4
306059,10025038,3898.3,SO,CR,103177,  ,00001,   ,   ,  ,18634,101555,          ,4
305665,10010974,0,SO,CR,103170,  ,00001,   ,   ,  ,71700,71700,          ,3
303689,10025778,280.9,SO,CR,103137,  ,00001,   ,   ,  ,101578,101548,          ,3
309200,10010974,0,SO,CR,103226,  ,00001,   ,   ,  ,71700,71700,          ,3
308607,10026299,53.27,SO,CR,103218,  ,00001,DS,   ,  ,100849,101551,          ,2
303886,10011923,0,SO,CR,103142,  ,00001,   ,   ,  ,100915,101552,SCOTT,3
309414,10021203,110.57,SO,CR,103228,  ,00001,DS,   ,  ,101713,244,PAM,4
301497,10025269,70.32,SO,CR,103100,  ,00001,   ,   ,  ,101599,101564,          ,3
304873,10017638,65.14,SO,CR,103156,  ,00001,   ,   ,  ,101415,101559,SALLY,2
302687,10017638,130.16,SO,CR,103123,  ,00001,   ,   ,  ,101415,101559,          ,   
310551,10000458,2910.56,SO,CR,103247,  ,00001,   ,   ,  ,89053,89053,JEFF,4
312533,10021222,0,SO,CR,103275,  ,00001,DS,   ,  ,101184,97700,          ,3
301281,10002709,242.09,SO,CR,103087,  ,00001,   ,   ,  ,448,448,          ,3
314875,10016303,22.16,SO,CR,103308,  ,00001,   ,   ,  ,372,372,          ,4
307255,10010974,0,SO,CR,103197,  ,00001,DS,   ,  ,71700,71700,PHONE,3
302106,10019942,0,SO,CR,103115,  ,00001,   ,   ,  ,100741,101548,HAROLD O.,3
310753,10026291,78.12,SO,CR,103249,  ,00001,DS,   ,  ,101670,76,FAX,4
309608,10010974,0,SO,CR,103232,  ,00001,DS,   ,  ,71700,71700,RELI. DEAN,3
312333,10025238,132.96,SO,CR,103273,  ,00001,DS,   ,  ,101242,101564,          ,4
309199,10010974,0,SO,CR,103226,  ,00001,DS,   ,  ,71700,71700,          ,6
314655,10027583,1281.1,SO,CR,103303,  ,00001,   ,   ,  ,101805,4,KELLY E,3
308808,10017638,29.55,SO,CR,103220,  ,00001,DS,   ,  ,101415,101559,SALLY,4
315421,10010974,0,SO,CR,103312,  ,00001,DS,   ,  ,71700,71700,          ,3
306452,10019150,166.57,SO,CR,103184,  ,00001,   ,   ,  ,27450,27450,FAX,3
314210,10010974,0,SO,CR,103297,  ,00001,   ,   ,  ,71700,71700,          ,   
313772,10025037,19.37,SO,CR,103291,  ,00001,DS,   ,  ,36000,36000,DONNA,4
307254,10002765,181.55,SO,CR,103197,  ,00001,   ,   ,  ,402,402,          ,6
305664,10025269,502.09,SO,CR,103170,  ,00001,DS,   ,  ,101599,101564,          ,2
305268,10025252,178,SO,CR,103163,  ,00001,DS,   ,  ,212,212,          ,4
310950,10020663,0,SO,CR,103253,  ,00001,DS,   ,  ,79950,79950,          ,3
308606,10020192,58.99,SO,CR,103218,  ,00001,   ,   ,  ,101492,101552,SHAWN,6
304477,10017072,873.02,SO,CR,103150,  ,00001,   ,   ,  ,100759,56900,BOB,4
