AggKey,YTD Sales Amount,LY YTD Sales Amount,TM Sales Amount,LY TM Sales Amount,LY Tot Sales Amount,YTD Sales Margin Amount,LY YTD Sales Margin Amount,TM Sales Margin Amount,LY TM Sales Margin Amount,LY Tot Sales Margin Amount,Current Open Amount,Current BackOrder Amount,Current Backlog Amount
144-10019900-33475,"$11,862",$0,$0,$0,$0,"$4,484",$0,$0,$0,$0,0,0,0
162-10025249-63744,$0,"$4,143",$0,$667,"$8,285",$0,"$1,139",$0,$124,"$2,278",0,0,0
144-10019900-239772,$496,$0,$0,$0,$0,$303,$0,$0,$0,$0,0,0,0
162-10025249-62624,$0,"$2,001",$0,"$2,001","$10,546",$0,$471,$0,$471,"$2,590",0,0,0
144-10019900-31683,$960,$0,$0,$0,$0,$481,$0,$0,$0,$0,0,0,0
162-10025249-63560,$0,"$15,159",$0,"$2,135","$23,382",$0,"$3,756",$0,$406,"$6,213",6740.62,6740.62,0
144-10019900-13821,$86,$0,$0,$0,$0,$78,$0,$0,$0,$0,0,0,0
162-10025249-63559,$0,"$12,716",$0,"$2,001","$16,227",$0,"$2,903",$0,$385,"$4,035",6740.62,6740.62,0
144-10019900-30274,$10,$0,$0,$0,$0,$7,$0,$0,$0,$0,0,0,0
162-10025249-62616,$0,"$15,159",$0,"$2,668","$24,646",$0,"$3,807",$0,$509,"$6,583",8088.74,8088.74,0
144-10019900-458802,"$7,358",$0,"$1,839",$0,$0,"$2,357",$0,$610,$0,$0,0,0,0
144-10019900-265012,"$3,975",$0,$0,$0,$0,"$2,119",$0,$0,$0,$0,0,0,0
144-10019900-13850,$20,$0,$0,$0,$0,$15,$0,$0,$0,$0,0,0,0
144-10019900-36300,$332,$0,$0,$0,$0,$206,$0,$0,$0,$0,0,0,0
144-10019900-39436,"$1,036",$0,$0,$0,$0,$591,$0,$0,$0,$0,0,0,0
144-10019900-28396,"$1,179",$0,$393,$0,$0,$685,$0,$228,$0,$0,0,0,0
144-10019900-265032,"$4,502",$0,$0,$0,$0,"$2,017",$0,$0,$0,$0,0,0,0
144-10019900-375832,"$1,903",$0,$0,$0,$0,$901,$0,$0,$0,$0,0,0,0
144-10019900-478022,"$5,275",$0,$0,$0,$0,"$2,694",$0,$0,$0,$0,0,0,0
144-10019900-285002,"$11,987",$0,$0,$0,$0,"$5,273",$0,$0,$0,$0,0,0,0
144-10019900-284012,"$4,425",$0,$0,$0,$0,"$1,990",$0,$0,$0,$0,0,0,0
144-10019900-36942,"$1,161",$0,$0,$0,$0,$580,$0,$0,$0,$0,0,0,0
144-10019900-13774,$466,$0,$0,$0,$0,$269,$0,$0,$0,$0,0,0,0
144-10019900-36941,$581,$0,$0,$0,$0,$290,$0,$0,$0,$0,0,0,0
144-10019900-386312,"$3,392",$0,$0,$0,$0,"$1,472",$0,$0,$0,$0,0,0,0
144-10019900-265072,"$3,711",$0,$0,$0,$0,"$1,831",$0,$0,$0,$0,0,0,0
144-10019900-30285,"$5,834",$0,"$1,458",$0,$0,"$2,079",$0,$528,$0,$0,0,0,0
144-10019900-30290,"$10,123",$0,"$5,062",$0,$0,"$3,434",$0,"$1,735",$0,$0,0,0,0
144-10019900-13447,$263,$0,$0,$0,$0,$156,$0,$0,$0,$0,0,0,0
144-10019900-6005,$64,$0,$0,$0,$0,$53,$0,$0,$0,$0,0,0,0
144-10019900-64008,"$1,236",$0,$0,$0,$0,$633,$0,$0,$0,$0,0,0,0
144-10019900-13917,$110,$0,$0,$0,$0,$57,$0,$0,$0,$0,0,0,0
144-10019900-30275,$35,$0,$0,$0,$0,$20,$0,$0,$0,$0,0,0,0
162-10025249-62038,$0,$122,$0,$122,$122,$0,$68,$0,$68,$68,116.85,116.85,0
144-10019900-31849,$41,$0,$0,$0,$0,$9,$0,$0,$0,$0,0,0,0
162-10025249-34440,$0,$114,$0,$0,$801,$0,$42,$0,$0,$296,0,0,0
144-10019900-37131,$79,$0,$0,$0,$0,$42,$0,$0,$0,$0,0,0,0
162-10025249-36001,$0,"$11,184",$0,$0,"$22,368",$0,"$6,130",$0,$0,"$12,260",0,0,0
144-10019900-13831,$11,$0,$0,$0,$0,$7,$0,$0,$0,$0,0,0,0
162-10025249-34901,$0,$0,$0,$0,$489,$0,$0,$0,$0,$241,0,0,0
144-10019900-31676,$410,$0,$137,$0,$0,$296,$0,$99,$0,$0,0,0,0
162-10025249-36015,$0,$436,$0,$0,$873,$0,$291,$0,$0,$582,335.22,335.22,0
144-10019900-38843,$603,$0,$0,$0,$0,$277,$0,$0,$0,$0,0,0,0
162-10025249-36031,$0,$0,$0,$0,$474,$0,$0,$0,$0,$292,0,0,0
144-10019900-13698,$48,$0,$0,$0,$0,$42,$0,$0,$0,$0,0,0,0
162-10025249-37812,$0,$0,$0,$0,$0,$0,($11),$0,($11),($11),0,0,0
144-10019900-915375,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
162-10025249-63850,$0,$0,$0,$0,$45,$0,$0,$0,$0,$16,0,0,0
162-10025249-63148,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-39340,$220,$0,$0,$0,$0,$2,$0,$0,$0,$0,0,0,0
162-10025249-61484,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,586.75,586.75,0
127-10005006-28404,$46,$0,$0,$0,$0,$41,$0,$0,$0,$0,0,0,0
162-10025249-63842,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-29768,$544,$0,$60,$0,$0,$212,$0,$12,$0,$0,0,0,0
162-10025249-37673,$0,$0,$0,$0,$196,$0,$0,$0,$0,$107,0,0,0
127-10005006-35095,$967,$0,$161,$0,$161,$514,$0,$86,$0,$86,0,0,0
162-10025249-39387,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-63234,$712,$0,$0,$0,$0,$161,$0,$0,$0,$0,0,0,0
162-10025249-62686,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-37133,$330,$0,$0,$0,$0,$200,$0,$0,$0,$0,0,0,0
127-10005006-36030,$514,$0,$122,$0,$0,$309,$0,$73,$0,$0,0,0,0
162-10025249-21296,$0,$1,$0,$0,$57,$0,$1,$0,$0,$46,0,0,0
127-10005006-2050,$17,$0,$3,$0,$3,$12,$0,$2,$0,$2,0,0,0
162-10025249-39294,$0,$18,$0,$0,$82,$0,$7,$0,$0,$31,0,0,0
127-10005006-36031,"$2,076",$0,$429,$0,$143,"$1,418",$0,$293,$0,$98,0,0,0
162-10025249-60974,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,60.98,60.98,0
127-10005006-27550,"$9,266",$0,"$5,560",$0,$0,"$4,805",$0,"$2,903",$0,$0,0,0,0
162-10025249-63851,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-28396,$521,$0,$195,$0,$0,$311,$0,$117,$0,$0,0,0,0
162-10025249-38330,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-60760,$337,$0,$0,$0,$0,$223,$0,$0,$0,$0,0,0,0
162-10025249-63841,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-26361,"$3,256",$0,"$1,753",$0,$0,"$1,496",$0,$801,$0,$0,0,0,0
162-10025249-63172,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-27343,$454,$0,$272,$0,$0,$233,$0,$140,$0,$0,0,0,0
162-10025249-60794,$0,"$2,445",$0,$0,"$4,890",$0,"$1,396",$0,$0,"$2,791",1408.2,1408.2,0
127-10005006-38772,$501,$0,$72,$0,$0,$134,$0,$22,$0,$0,0,0,0
162-10025249-37843,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-37060,$427,$0,$71,$0,$142,$163,$0,$29,$0,$53,0,0,0
162-10025249-28938,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-62331,$152,$0,$0,$0,$0,$69,$0,$0,$0,$0,0,0,0
162-10025249-37848,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-32963,$313,$0,$156,$0,$0,$102,$0,$51,$0,$0,0,0,0
162-10025249-37839,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-11967,$76,$0,$38,$0,$0,$64,$0,$32,$0,$0,0,0,0
162-10025249-21268,$0,$11,$0,$0,$23,$0,$11,$0,$0,$22,0,0,0
127-10005006-28433,$64,$0,$21,$0,$0,$33,$0,$11,$0,$0,0,0,0
162-10025249-36030,$0,$101,$0,$0,$202,$0,$52,$0,$0,$105,48.59,48.59,0
127-10005006-21296,$211,$0,$13,$0,$0,$190,$0,$13,$0,$0,0,0,0
162-10025249-63799,$0,$236,$0,$0,"$1,885",$0,$113,$0,$0,$908,0,0,0
127-10005006-14964,$7,$0,$1,$0,$0,$5,$0,$1,$0,$0,0,0,0
162-10025249-62725,$0,$611,$0,$0,"$1,222",$0,$258,$0,$0,$517,0,0,0
127-10005006-2040,$269,$0,$67,$0,$0,$54,$0,$14,$0,$0,0,0,0
162-10025249-37850,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-60451,$13,$0,$3,$0,$0,$10,$0,$2,$0,$0,0,0,0
162-10025249-37852,$0,$93,$0,$0,$185,$0,$41,$0,$0,$82,0,0,0
127-10005006-21268,$223,$0,$0,$0,$0,$203,$0,$0,$0,$0,0,0,0
162-10025249-28883,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10005006-1936,$16,$0,$1,$0,$0,$15,$0,$1,$0,$0,0,0,0
162-10025249-28881,$0,$287,$0,$239,$334,$0,$164,$0,$137,$191,0,0,0
127-10005006-28751,$452,$0,$194,$0,$0,$196,$0,$101,$0,$0,0,0,0
162-10025249-60975,$0,$0,$0,$0,$84,$0,$0,$0,$0,$39,0,0,0
127-10005006-13826,$15,$0,$4,$0,$0,$8,$0,$2,$0,$0,0,0,0
162-10025249-61604,$0,$0,$0,$0,$24,$0,$0,$0,$0,$9,0,0,0
127-10005006-34797,$89,$0,$42,$0,$0,$69,$0,$32,$0,$0,0,0,0
162-10025249-62017,$0,$0,$0,$0,$176,$0,$0,$0,$0,$32,0,0,0
127-10005006-16461,$47,$0,$0,$0,$0,$27,$0,$0,$0,$0,0,0,0
162-10025249-62042,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
162-10025249-38400,$0,$54,$0,$0,$109,$0,$48,$0,$0,$96,0,0,0
162-10025249-61472,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
162-10025249-28876,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
162-10025249-29268,$0,$0,$0,$0,$81,$0,$0,$0,$0,$44,0,0,0
162-10025249-39308,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
162-10025249-28878,$0,$49,$0,$0,$98,$0,$3,$0,$0,$7,0,0,0
162-10025249-62329,$0,$189,$0,$0,$378,$0,$105,$0,$0,$209,60.55,60.55,0
162-10025249-63796,$0,$236,$0,$0,$471,$0,$163,$0,$0,$327,45.24,45.24,0
162-10025249-60902,$0,$51,$0,$0,$102,$0,$24,$0,$0,$47,0,0,0
124-10026522-61145,$926,$0,$0,$0,$0,$255,$0,$0,$0,$0,0,0,0
124-10026522-23162,$709,$0,$0,$0,$0,$271,$0,$0,$0,$0,0,0,0
124-10026522-25411,$512,$0,$0,$0,$0,$316,$0,$0,$0,$0,0,0,0
124-10026522-60097,$615,$0,$0,$0,$0,$299,$0,$0,$0,$0,0,0,0
162-10025249-60076,$0,$0,$0,$0,$141,$0,$0,$0,$0,$66,0,0,0
162-10025249-15236,$0,$70,$0,$0,$489,$0,$52,$0,$0,$364,0,0,0
125-10019150-36940,$153,$0,$0,$0,$0,$93,$0,$0,$0,$0,0,0,0
125-10019150-38103,$317,$0,$0,$0,$0,$74,$0,$0,$0,$0,0,0,0
121-10025291-60450,$770,$0,$0,$0,$0,$486,$0,$0,$0,$0,0,0,0
121-10025291-16296,$445,$0,$58,$0,$0,$318,$0,$41,$0,$0,0,0,0
121-10025291-29394,"$2,603",$0,"$1,077",$0,$0,"$1,295",$0,$642,$0,$0,0,0,0
121-10025291-26543,$425,$0,$0,$0,$0,$175,$0,$0,$0,$0,0,0,0
121-10025291-11690,"$17,717",$0,"$3,642",$0,$0,"$12,150",$0,"$2,483",$0,$0,0,0,0
121-10025291-32720,"$6,437",$0,"$1,214",$0,$0,"$4,666",$0,$876,$0,$0,0,0,0
162-10025249-61460,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-22681,$287,$0,$66,$0,$0,$163,$0,$36,$0,$0,0,0,0
162-10025249-60901,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-31875,"$4,442",$0,"$1,245",$0,$0,"$2,233",$0,$619,$0,$0,0,0,0
121-10025291-29071,"$25,947",$0,"$7,363",$0,$0,"$18,167",$0,"$5,137",$0,$0,0,0,0
121-10025291-20910,"$3,679",$0,$446,$0,$0,"$1,616",$0,$192,$0,$0,0,0,0
121-10025291-60901,$123,$0,$0,$0,$0,$79,$0,$0,$0,$0,0,0,0
121-10025291-28396,$320,$0,$31,$0,$0,$188,$0,$18,$0,$0,0,0,0
121-10025291-38826,"$7,042",$0,"$1,207",$0,$0,"$4,934",$0,$839,$0,$0,0,0,0
162-10025249-63840,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-61484,$59,$0,$0,$0,$0,$29,$0,$0,$0,$0,0,0,0
121-10025291-32966,$912,$0,$0,$0,$0,$287,$0,$0,$0,$0,0,0,0
121-10025291-15901,$53,$0,$0,$0,$0,$33,$0,$0,$0,$0,0,0,0
162-10025249-62331,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
121-10025291-2040,$514,$0,$144,$0,$0,$98,$0,$23,$0,$0,0,0,0
121-10025291-32963,$469,$0,$0,$0,$0,$152,$0,$0,$0,$0,0,0,0
121-10025291-5742,"$2,359",$0,$499,$0,$0,"$1,642",$0,$345,$0,$0,0,0,0
121-10025291-62949,$900,$0,$0,$0,$0,$80,$0,$0,$0,$0,0,0,0
121-10025291-37441,"$4,229",$0,"$1,429",$0,$0,"$2,189",$0,$755,$0,$0,0,0,0
121-10025291-28881,$173,$0,$0,$0,$0,$111,$0,$0,$0,$0,0,0,0
121-10025291-39461,$521,$0,$0,$0,$0,$177,$0,$0,$0,$0,0,0,0
121-10025291-37060,$279,$0,$0,$0,$0,$100,$0,$0,$0,$0,0,0,0
121-10025291-32721,"$1,058",$0,$166,$0,$0,$675,$0,$104,$0,$0,0,0,0
121-10025291-38121,$186,$0,$0,$0,$0,$101,$0,$0,$0,$0,0,0,0
162-10025249-61396,$0,$102,$0,$0,$203,$0,$28,$0,$0,$57,0,0,0
121-10025291-22680,"$1,758",$0,$496,$0,$0,$991,$0,$277,$0,$0,0,0,0
121-10025291-29878,$142,$0,$0,$0,$0,$45,$0,$0,$0,$0,0,0,0
121-10025291-29879,$142,$0,$0,$0,$0,$47,$0,$0,$0,$0,0,0,0
121-10025291-26749,$190,$0,$0,$0,$0,$152,$0,$0,$0,$0,0,0,0
121-10025291-25933,$52,$0,$0,$0,$0,$38,$0,$0,$0,$0,0,0,0
127-10005006-28771,$270,$0,$0,$0,$0,$110,$0,$0,$0,$0,0,0,0
118-10019388-36947,$866,$0,$0,$0,$0,$290,$0,$0,$0,$0,0,0,0
127-10010974-28396,$29,$0,$0,$0,$0,($234),$0,($76),$0,$0,0,0,0
116-10026843-14964,$12,$0,$0,$0,$0,$10,$0,$0,$0,$0,0,0,0
116-10026843-22681,$14,$0,$0,$0,$0,$8,$0,$0,$0,$0,0,0,0
116-10026843-36016,$47,$0,$0,$0,$0,$35,$0,$0,$0,$0,0,0,0
116-10026843-25300,$473,$0,$0,$0,$0,$250,$0,$0,$0,$0,0,0,0
116-10026843-32720,$212,$0,$0,$0,$0,$158,$0,$0,$0,$0,0,0,0
116-10026843-34594,$65,$0,$0,$0,$0,$50,$0,$0,$0,$0,0,0,0
116-10026843-36015,$440,$0,$0,$0,$0,$323,$0,$0,$0,$0,0,0,0
116-10026843-33295,$48,$0,$0,$0,$0,$31,$0,$0,$0,$0,0,0,0
116-10026843-15901,$48,$0,$0,$0,$0,$31,$0,$0,$0,$0,0,0,0
116-10026843-29061,$40,$0,$0,$0,$0,$33,$0,$0,$0,$0,0,0,0
116-10026843-37850,$29,$0,$0,$0,$0,$17,$0,$0,$0,$0,0,0,0
116-10026843-36054,$198,$0,$0,$0,$0,$141,$0,$0,$0,$0,0,0,0
116-10026843-38842,$114,$0,$0,$0,$0,$61,$0,$0,$0,$0,0,0,0
116-10026843-20990,$360,$0,$0,$0,$0,$183,$0,$0,$0,$0,0,0,0
116-10026843-38894,$456,$0,$0,$0,$0,$308,$0,$0,$0,$0,0,0,0
124-10026522-39190,$753,$0,$0,$0,$0,$215,$0,$0,$0,$0,0,0,0
166-10020927-36001,"$44,119",$0,$0,$0,$0,"$23,903",$0,$0,$0,$0,0,0,0
134-10025552-21456,$230,$0,$0,$0,$0,$195,$0,$0,$0,$0,0,0,0
166-10020927-38076,"$16,570",$0,"$1,883",$0,$0,"$8,777",$0,"$1,027",$0,$0,0,0,0
127-10010974-5742,$0,$0,$0,$0,$0,($78),$0,$0,$0,$0,0,0,0
158-10023003-62624,$168,$0,$0,$0,$0,$74,$0,$0,$0,$0,0,0,0
127-10005006-60450,$395,$0,$0,$0,$0,$253,$0,$0,$0,$0,0,0,0
136-10027356-39190,$646,$0,$0,$0,$0,$185,$0,$0,$0,$0,0,0,0
142-10019678-37509,$53,$0,$0,$0,$0,$22,$0,$0,$0,$0,0,0,0
115-10021203-25430,$82,$0,$0,$0,$0,$56,$0,$0,$0,$0,0,0,0
180-10026299-38061,$202,$0,$0,$0,$0,$124,$0,$0,$0,$0,0,0,0
125-10019942-21012,$107,$0,$0,$0,$0,$92,$0,$0,$0,$0,0,0,0
125-10019942-7532,$432,$0,$48,$0,$0,$246,$0,$28,$0,$0,0,0,0
125-10019942-7552,$10,$0,$0,$0,$0,$3,$0,$0,$0,$0,0,0,0
125-10019942-7600,$57,$0,$29,$0,$0,$35,$0,$18,$0,$0,0,0,0
125-10019942-7605,$26,$0,$0,$0,$0,$16,$0,$0,$0,$0,0,0,0
145-10025037-24900,$93,$0,$0,$0,$0,$60,$0,$0,$0,$0,0,0,0
145-10025037-36945,$943,$0,$0,$0,$0,$380,$0,$0,$0,$0,0,0,0
182-10008134-2040,$17,$0,$0,$0,$0,$4,$0,$0,$0,$0,0,0,0
166-10019909-5742,$137,$0,$0,$0,$0,$98,$0,$0,$0,$0,0,0,0
166-10019909-37441,$744,$0,$0,$0,$0,$400,$0,$0,$0,$0,0,0,0
117-10025238-39190,$297,$0,$0,$0,$0,$67,$0,$0,$0,$0,0,0,0
117-10025238-38061,$827,$0,$426,$0,$0,$517,$0,$271,$0,$0,0,0,0
117-10025238-29062,$617,$0,$0,$0,$0,$300,$0,$0,$0,$0,0,0,0
117-10025238-28771,"$1,140",$0,$0,$0,$0,$447,$0,$0,$0,$0,0,0,0
117-10025238-63663,$788,$0,$0,$0,$0,$348,$0,$0,$0,$0,0,0,0
117-10025238-26405,$350,$0,$161,$0,$0,$243,$0,$112,$0,$0,0,0,0
117-10025238-63560,$494,$0,$0,$0,$0,$177,$0,$0,$0,$0,0,0,0
167-10025269-40644,$69,$0,$0,$0,$0,($50),$0,$0,$0,$0,0,0,0
180-10026299-34594,$8,$0,$6,$0,$0,$6,$0,$4,$0,$0,17.55,0,0
180-10017638-37045,$69,$0,$0,$0,$0,$21,$0,$0,$0,$0,0,0,0
180-10017638-37040,$69,$0,$0,$0,$0,$24,$0,$0,$0,$0,0,0,0
176-10017576-915407,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,0,0,0
127-10010974-30095,$0,$0,$0,$0,$0,($274),$0,($34),$0,$0,0,0,0
172-10021459-25986,$132,$0,$0,$0,$0,$100,$0,$0,$0,$0,0,0,0
172-10021459-265022,"$31,914",$0,$0,$0,$0,"$15,230",$0,$0,$0,$0,0,0,0
172-10021459-25985,$144,$0,$0,$0,$0,$113,$0,$0,$0,$0,0,0,0
127-10010974-36030,$18,$0,$0,$0,$0,($61),$0,($25),$0,($5),0,0,0
157-10024010-39972,$127,$0,$0,$0,$0,$74,$0,$0,$0,$0,0,0,0
130-10023489-11391,$36,$0,$0,$0,$0,$17,$0,$0,$0,$0,0,0,0
167-10008593-36001,"$79,116",$0,$0,$0,$0,"$43,822",$0,$0,$0,$0,0,0,0
169-10021184-31875,$683,$0,$0,$0,$0,$362,$0,$0,$0,$0,0,0,0
111-10025248-27374,$0,$0,$0,$0,$0,($0),$0,$0,$0,$0,0,0,0
111-10025248-19145,$13,$0,$0,$0,$0,$12,$0,$0,$0,$0,0,0,0
111-10025248-39315,$26,$0,$0,$0,$0,$19,$0,$0,$0,$0,0,0,0
111-10025248-13826,$2,$0,$0,$0,$0,$1,$0,$0,$0,$0,0,0,0
111-10025248-34440,$70,$0,$0,$0,$0,$34,$0,$0,$0,$0,0,0,0
111-10025248-25257,$11,$0,$0,$0,$0,$8,$0,$0,$0,$0,0,0,0
111-10025248-31702,$148,$0,$0,$0,$0,$59,$0,$0,$0,$0,0,0,0
111-10025248-7610,$2,$0,$1,$0,$0,$1,$0,$1,$0,$0,0,0,0
111-10025248-38844,$109,$0,$0,$0,$0,$56,$0,$0,$0,$0,0,0,0
111-10025248-34987,$230,$0,$0,$0,$0,$149,$0,$0,$0,$0,0,0,0
111-10025248-31674,$170,$0,$0,$0,$0,$93,$0,$0,$0,$0,0,0,0
111-10025248-24336,$506,$0,$0,$0,$0,$367,$0,$0,$0,$0,0,0,0
111-10025248-30268,$39,$0,$0,$0,$0,$28,$0,$0,$0,$0,0,0,0
111-10025248-23667,$12,$0,$0,$0,$0,$9,$0,$0,$0,$0,0,0,0
111-10025248-31149,$240,$0,$0,$0,$96,$140,$0,$0,$0,$56,0,0,0
111-10025248-31700,$397,$0,$0,$0,$0,$163,$0,$0,$0,$0,0,0,0
111-10025248-39972,$384,$0,$256,$0,$0,$225,$0,$150,$0,$0,0,0,0
111-10025248-36030,$185,$0,$0,$0,$0,$112,$0,$0,$0,$0,0,0,0
167-10008593-21268,$52,$0,$0,$0,$0,$49,$0,$0,$0,$0,0,0,0
167-10008593-61015,$51,$0,$0,$0,$0,$27,$0,$0,$0,$0,0,0,0
167-10008593-61016,$151,$0,$100,$0,$0,$73,$0,$48,$0,$0,0,0,0
167-10008593-61019,$51,$0,$0,$0,$0,$23,$0,$0,$0,$0,0,0,0
167-10008593-61397,$51,$0,$0,$0,$0,$21,$0,$0,$0,$0,0,0,0
167-10008593-60902,$151,$0,$100,$0,$0,$70,$0,$46,$0,$0,0,0,0
167-10008593-63172,$189,$0,$48,$0,$0,$70,$0,$18,$0,$0,0,0,0
167-10008593-39555,$71,$0,$0,$0,$0,$43,$0,$0,$0,$0,0,0,0
167-10008593-62017,$41,$0,$0,$0,$0,$5,$0,$0,$0,$0,0,0,0
167-10008593-38914,$26,$0,$0,$0,$0,$6,$0,$0,$0,$0,0,0,0
167-10008593-60004,$24,$0,$0,$0,$0,$15,$0,$0,$0,$0,0,0,0
167-10008593-63801,$24,$0,$0,$0,$0,$12,$0,$0,$0,$0,0,0,0
167-10008593-60927,$24,$0,$0,$0,$0,$6,$0,$0,$0,$0,0,0,0
167-10008593-39458,$24,$0,$0,$0,$0,$14,$0,$0,$0,$0,0,0,0
167-10008593-37209,$150,$0,$0,$0,$0,$83,$0,$0,$0,$0,0,0,0
167-10008593-28878,$74,$0,$0,$0,$0,$6,$0,$0,$0,$0,0,0,0
167-10008593-63796,$261,$0,$116,$0,$0,$181,$0,$80,$0,$0,0,0,0
167-10008593-39439,$54,$0,$22,$0,$0,$20,$0,$9,$0,$0,0,0,0
167-10008593-63098,$64,$0,$0,$0,$0,$29,$0,$0,$0,$0,0,0,0
167-10008593-62329,$64,$0,$0,$0,$0,$35,$0,$0,$0,$0,0,0,0
167-10008593-35048,$50,$0,$0,$0,$0,$30,$0,$0,$0,$0,0,0,0
167-10008593-29203,$16,$0,$0,$0,$0,$7,$0,$0,$0,$0,0,0,0
167-10008593-28724,$49,$0,$0,$0,$0,$13,$0,$0,$0,$0,0,0,0
167-10008593-35309,$49,$0,$0,$0,$0,$12,$0,$0,$0,$0,0,0,0
167-10008593-30476,$49,$0,$0,$0,$0,$28,$0,$0,$0,$0,0,0,0
167-10008593-36015,$796,$0,$0,$0,$0,$534,$0,$0,$0,$0,0,0,0
167-10008593-62623,$418,$0,$275,$0,$0,$117,$0,$65,$0,$0,0,0,0
167-10008593-63744,$982,$0,$550,$0,$0,$260,$0,$116,$0,$0,0,0,0
167-10008593-62624,$968,$0,$824,$0,$0,$262,$0,$212,$0,$0,0,0,0
167-10008593-63560,"$2,674",$0,"$1,374",$0,$0,$736,$0,$294,$0,$0,0,0,0
167-10008593-62616,"$4,338",$0,"$2,748",$0,$0,"$1,130",$0,$589,$0,$0,0,0,0
167-10008593-63350,$178,$0,$0,$0,$0,$79,$0,$0,$0,$0,0,0,0
167-10008593-28880,$25,$0,$0,$0,$0,$13,$0,$0,$0,$0,0,0,0
167-10008593-62038,$301,$0,$120,$0,$0,$168,$0,$67,$0,$0,0,0,0
167-10008593-37673,$400,$0,$0,$0,$0,$224,$0,$0,$0,$0,0,0,0
167-10008593-62018,$118,$0,$0,$0,$0,$33,$0,$0,$0,$0,0,0,0
167-10008593-60794,$999,$0,$0,$0,$0,$568,$0,$0,$0,$0,0,0,0
167-10008593-15236,$514,$0,$0,$0,$0,$385,$0,$0,$0,$0,0,0,0
167-10008593-62331,$127,$0,$0,$0,$0,$44,$0,$0,$0,$0,0,0,0
167-10008593-62871,$523,$0,$0,$0,$0,$274,$0,$0,$0,$0,0,0,0
167-10008593-39103,$20,$0,$0,$0,$0,$8,$0,$0,$0,$0,0,0,0
167-10008593-35274,$20,$0,$0,$0,$0,$10,$0,$0,$0,$0,0,0,0
167-10008593-61472,$20,$0,$0,$0,$0,$12,$0,$0,$0,$0,0,0,0
167-10008593-39308,$20,$0,$0,$0,$0,$10,$0,$0,$0,$0,0,0,0
167-10008593-39425,$48,$0,$0,$0,$0,$15,$0,$0,$0,$0,0,0,0
167-10008593-28881,$96,$0,$0,$0,$0,$54,$0,$0,$0,$0,0,0,0
167-10008593-38076,"$45,539",$0,"$7,989",$0,$0,"$24,177",$0,"$4,323",$0,$0,0,0,0
167-10008593-60974,$31,$0,$0,$0,$0,$15,$0,$0,$0,$0,0,0,0
167-10008593-34901,"$1,093",$0,$0,$0,$0,$536,$0,$0,$0,$0,0,0,0
167-10008593-32625,$24,$0,$0,$0,$0,$13,$0,$0,$0,$0,0,0,0
167-10008593-60975,$42,$0,$0,$0,$0,$16,$0,$0,$0,$0,0,0,0
167-10008593-29201,$57,$0,$0,$0,$0,$25,$0,$0,$0,$0,0,0,0
167-10008593-63206,$48,$0,$0,$0,$0,$19,$0,$0,$0,$0,0,0,0
167-10008593-37812,$155,$0,$66,$0,$0,$78,$0,$33,$0,$0,0,0,0
167-10008593-61484,"$1,780",$0,$0,$0,$0,$637,$0,$0,$0,$0,0,0,0
167-10008593-32659,$18,$0,$0,$0,$0,$6,$0,$0,$0,$0,0,0,0
124-10026522-63064,$596,$0,$0,$0,$0,$422,$0,$0,$0,$0,0,0,0
110-10025814-34035,$42,$0,$0,$0,$0,$21,$0,$0,$0,$0,0,0,0
110-10025814-29394,$139,$0,$69,$0,$0,$66,$0,$42,$0,$0,0,0,0
